YEAR,MO,DY,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
2001,1,1,101.45,10.85,12.82,8.37,4.45,12,14.45,9.08,5.36
2001,1,2,101.48,6.59,8.09,5.3,2.79,7.02,8.74,5.55,3.19
2001,1,3,101.48,6.1,7.2,5.34,1.87,6.52,7.8,5.66,2.14
2001,1,4,101.6,7.85,8.45,6.91,1.53,8.55,9.24,7.47,1.77
2001,1,5,101.62,8.48,9.32,7.66,1.66,9.39,10.48,8.35,2.13
2001,1,6,101.45,9.06,9.97,7.99,1.98,10.2,11.23,8.98,2.25
2001,1,7,101.17,5.77,7.99,3.02,4.97,6.4,8.98,3.23,5.75
2001,1,8,101.11,9.62,10.84,6.85,3.98,10.83,12.21,7.62,4.59
2001,1,9,101.13,7.88,9.36,7.02,2.34,8.93,10.74,7.79,2.95
2001,1,10,101.1,9.83,12.23,7.43,4.8,11.11,14.01,8.21,5.8
2001,1,11,101.1,7.27,10.05,5.24,4.8,7.98,11.24,5.63,5.61
2001,1,12,101.28,8.7,9.94,5.64,4.3,9.62,11.11,6.05,5.06
2001,1,13,101.29,7.52,11.45,2.55,8.9,8.18,12.66,2.61,10.05
2001,1,14,101.71,12.39,13.28,11.55,1.74,13.71,14.8,12.74,2.05
2001,1,15,102.02,12.04,12.9,11.23,1.66,13.29,14.32,12.3,2.02
2001,1,16,102.18,12.02,12.6,11.58,1.02,13.27,13.98,12.74,1.25
2001,1,17,102.1,10.36,11.47,9.26,2.21,11.37,12.66,10.1,2.55
2001,1,18,101.89,8.54,9.61,7.32,2.3,9.29,10.53,7.91,2.62
2001,1,19,101.8,8.98,9.7,7.84,1.86,9.93,10.78,8.62,2.16
2001,1,20,101.62,6.89,7.58,6.24,1.33,7.48,8.29,6.73,1.55
2001,1,21,101.47,9.34,10.14,6.95,3.19,10.32,11.27,7.52,3.76
2001,1,22,101.3,7.41,9.06,6.25,2.81,8.12,10,6.84,3.16
2001,1,23,101.38,6.45,8.57,5.42,3.16,7.06,9.53,5.87,3.66
2001,1,24,101.26,8.85,10.2,7.58,2.62,9.88,11.59,8.33,3.27
2001,1,25,100.98,6.07,9.55,2.2,7.34,6.7,10.8,2.3,8.51
2001,1,26,101.06,4.28,7.11,1.89,5.22,4.55,7.62,1.98,5.65
2001,1,27,101.41,10.11,11.68,5.68,6,11.1,12.94,6.05,6.88
2001,1,28,101.43,9.17,9.85,8.02,1.84,10.02,10.79,8.7,2.1
2001,1,29,101.59,11.74,13.85,9.74,4.12,12.99,15.51,10.67,4.84
2001,1,30,101.48,8.91,10.47,7.06,3.41,9.75,11.53,7.62,3.91
2001,1,31,101.17,7.8,8.64,6.16,2.48,8.59,9.58,6.62,2.95
2001,2,1,100.99,10.84,12.41,6.09,6.32,12.09,14.08,6.53,7.55
2001,2,2,101.25,9.77,10.9,8.87,2.03,10.66,12.01,9.59,2.41
2001,2,3,101.25,7.91,8.84,7,1.84,8.64,9.63,7.63,2
2001,2,4,101.28,6.2,7.36,5.09,2.27,6.74,8.08,5.48,2.59
2001,2,5,101.3,7.08,7.67,6.73,0.95,7.73,8.4,7.33,1.08
2001,2,6,101.18,6.51,7.7,5.41,2.29,7.09,8.5,5.81,2.69
2001,2,7,101.22,6.14,9.16,5.03,4.13,6.66,10.22,5.34,4.88
2001,2,8,101.4,13.88,16.23,9.8,6.43,15.81,18.58,10.98,7.6
2001,2,9,101.39,12.02,13.73,9.95,3.79,13.62,15.66,11.26,4.4
2001,2,10,101.27,8.34,9.8,6.62,3.18,9.4,11.09,7.41,3.68
2001,2,11,101.33,9.49,10.51,8.62,1.88,10.9,12.13,10.09,2.04
2001,2,12,101.31,6.88,8.48,5.98,2.5,7.82,9.95,6.61,3.34
2001,2,13,101.3,8.36,10.38,5.53,4.84,9.23,11.48,5.99,5.49
2001,2,14,101.71,12.4,13.26,10.54,2.72,13.76,14.77,11.65,3.12
2001,2,15,101.95,11.65,13.04,10.23,2.8,12.88,14.48,11.23,3.25
2001,2,16,102.03,12.48,14.05,10.77,3.27,14.05,16.05,11.91,4.14
2001,2,17,101.85,11.64,13.49,10.23,3.27,13.09,15.34,11.41,3.91
2001,2,18,101.53,9.22,9.87,8.65,1.22,10.2,10.97,9.51,1.46
2001,2,19,101.37,11.07,12.07,9.49,2.58,12.59,13.84,10.62,3.22
2001,2,20,101.28,11.45,11.91,10.63,1.28,13.13,13.65,12.19,1.46
2001,2,21,101.12,8.72,10.37,7.01,3.36,9.94,11.85,7.98,3.87
2001,2,22,101.04,8.33,9.09,7.39,1.7,9.53,10.48,8.53,1.95
2001,2,23,100.92,6.15,7.35,3.8,3.55,7.05,8.41,4.11,4.3
2001,2,24,101.06,6.41,13.8,3.55,10.25,7.2,15.8,3.82,11.98
2001,2,25,101.56,14.24,15.41,12.88,2.53,16.23,17.62,14.59,3.04
2001,2,26,101.64,11.04,12.58,9.72,2.86,12.5,14.23,10.92,3.3
2001,2,27,101.63,9.26,10.81,7.53,3.27,10.68,12.43,8.74,3.69
2001,2,28,101.42,5.47,7.26,2.29,4.97,6.63,8.41,3.3,5.12
2001,3,1,101.49,7.96,11.65,0.59,11.06,9.04,13.13,0.7,12.44
2001,3,2,101.76,11.12,12.8,9.39,3.41,12.43,14.41,10.37,4.05
2001,3,3,101.64,6.38,9.26,4.21,5.04,6.91,10.21,4.46,5.74
2001,3,4,101.7,9.51,12.29,4.59,7.7,10.55,13.78,4.88,8.91
2001,3,5,101.69,10.45,11.86,8.66,3.2,11.53,13.13,9.48,3.66
2001,3,6,101.55,7.54,8.31,7.12,1.2,8.27,9.08,7.7,1.38
2001,3,7,101.45,6.05,7.67,4.96,2.71,6.68,8.53,5.45,3.09
2001,3,8,101.74,11.97,13.61,8.52,5.09,13.46,15.38,9.5,5.88
2001,3,9,101.96,12.15,12.88,10.37,2.51,13.57,14.46,11.45,3.01
2001,3,10,101.79,8.95,10.11,8.57,1.54,9.82,11.14,9.41,1.74
2001,3,11,101.61,6.39,8.58,4.39,4.19,6.93,9.45,4.66,4.78
2001,3,12,101.61,9.35,14.39,4.01,10.38,10.37,16.29,4.21,12.08
2001,3,13,101.77,10.98,13.95,8.47,5.49,12.12,15.7,9.22,6.48
2001,3,14,101.7,7.33,8.23,6.57,1.66,7.94,8.95,7.08,1.86
2001,3,15,101.51,6.51,7.91,5.56,2.34,7.08,8.8,5.98,2.83
2001,3,16,101.19,6.74,7.75,5.37,2.38,7.63,8.63,6.16,2.48
2001,3,17,101.06,5.06,7.45,2.99,4.45,5.72,8.53,3.39,5.14
2001,3,18,101.23,4.07,6.4,1.5,4.89,4.45,7.03,1.62,5.41
2001,3,19,101.29,5.7,6.34,4.76,1.58,6.3,7.09,5.31,1.78
2001,3,20,101.1,4.28,6.34,1.56,4.78,4.68,7,1.65,5.35
2001,3,21,101.02,3.05,3.94,1.04,2.9,3.2,4.15,1.07,3.08
2001,3,22,101.03,3.45,5.29,2.45,2.84,3.65,5.73,2.54,3.19
2001,3,23,101,3.75,4.77,2.98,1.8,4.02,5.16,3.16,2
2001,3,24,100.89,3.52,6.09,1,5.09,3.77,6.62,1.05,5.56
2001,3,25,100.76,3.56,4.97,1.94,3.02,3.77,5.31,2.02,3.3
2001,3,26,100.75,2.86,4.86,2.09,2.77,3,5.16,2.2,2.96
2001,3,27,100.62,6.54,8.77,4.22,4.55,7.16,9.84,4.48,5.36
2001,3,28,100.82,6.58,8.57,5.5,3.07,7.06,9.52,5.82,3.7
2001,3,29,101.02,8.24,10.74,4.26,6.48,8.96,11.79,4.45,7.33
2001,3,30,101.37,9.16,10.18,8.3,1.88,10,11.12,9.02,2.1
2001,3,31,101.54,8.3,9.3,7.7,1.6,9.05,10.24,8.34,1.91
2001,4,1,101.55,9.18,9.78,8.77,1.02,10.13,10.9,9.66,1.24
2001,4,2,101.2,7.96,8.87,6.66,2.21,8.82,9.83,7.3,2.52
2001,4,3,101.01,5.23,8.45,2.22,6.23,5.73,9.5,2.32,7.18
2001,4,4,101.1,5.64,8.24,2.35,5.89,6.09,9.05,2.46,6.6
2001,4,5,101.12,4.04,6.48,0.3,6.18,4.29,7,0.34,6.66
2001,4,6,101.23,4.57,5.86,3.68,2.18,4.87,6.32,3.88,2.43
2001,4,7,101.12,2.73,4.84,0.05,4.8,2.88,5.15,0.09,5.06
2001,4,8,100.84,3.75,6.38,0.13,6.25,4.02,6.96,0.15,6.81
2001,4,9,100.99,4.73,5.88,3.34,2.54,5.05,6.35,3.5,2.84
2001,4,10,101.21,6.06,7.41,4.36,3.05,6.49,8.05,4.59,3.45
2001,4,11,101.16,4.1,6.11,2.55,3.55,4.32,6.52,2.63,3.89
2001,4,12,101.2,7.86,10.15,3.89,6.26,8.58,11.17,4.11,7.06
2001,4,13,101.42,8.62,9.66,7.34,2.31,9.53,10.86,8.05,2.8
2001,4,14,101.59,7.52,9.23,5.97,3.26,8.37,10.33,6.59,3.73
2001,4,15,101.47,7.7,8.7,6.83,1.88,8.6,9.77,7.62,2.14
2001,4,16,101.18,6.98,8.66,5.38,3.28,7.73,9.71,5.88,3.84
2001,4,17,100.93,4.68,6.71,3.17,3.55,5.01,7.37,3.3,4.07
2001,4,18,100.89,2.91,6.34,0.62,5.7,3.06,6.8,0.64,6.17
2001,4,19,100.87,5.38,6.82,4.55,2.28,5.82,7.52,4.89,2.63
2001,4,20,100.76,4.73,6.58,2.84,3.73,5.17,7.27,3.05,4.22
2001,4,21,100.73,3.2,4.64,1.91,2.73,3.4,4.95,1.99,2.97
2001,4,22,101,7.68,10.2,4.43,5.78,8.43,11.36,4.73,6.63
2001,4,23,101.12,7.4,8.69,6.41,2.28,8.09,9.61,6.95,2.66
2001,4,24,101.06,6.18,7.06,5.6,1.46,6.74,7.85,6.09,1.75
2001,4,25,101.03,6.4,7.69,5.05,2.63,7.03,8.52,5.45,3.07
2001,4,26,101.22,6.77,8.33,5.28,3.05,7.35,9.17,5.62,3.55
2001,4,27,101.12,7.48,8.72,6.41,2.31,8.31,9.69,7.15,2.55
2001,4,28,101.03,6.45,7.22,5.59,1.63,7.15,8.05,6.11,1.94
2001,4,29,101.04,5.16,6.72,3.87,2.85,5.59,7.41,4.12,3.27
2001,4,30,101.12,1.98,4.18,0.14,4.04,2.08,4.45,0.16,4.3
2001,5,1,101.01,1.87,3.52,0.49,3.02,1.94,3.7,0.5,3.2
2001,5,2,100.9,3.42,5.94,2.54,3.39,3.59,6.37,2.65,3.73
2001,5,3,101.05,6.29,8.75,4.65,4.1,6.82,9.72,4.96,4.76
2001,5,4,101.18,7.12,8.29,6.73,1.56,7.79,9.14,7.35,1.79
2001,5,5,101.08,4.73,7.07,2.54,4.53,5.07,7.7,2.63,5.07
2001,5,6,100.95,3.04,4.21,2.28,1.93,3.2,4.47,2.38,2.09
2001,5,7,100.79,3.8,4.55,2.84,1.72,4.03,4.85,2.98,1.88
2001,5,8,100.62,3.48,4.5,1.7,2.8,3.7,4.79,1.76,3.03
2001,5,9,100.7,3.04,6.91,0.98,5.93,3.27,7.68,1.02,6.66
2001,5,10,100.73,7.5,8.52,6.02,2.49,8.36,9.53,6.69,2.84
2001,5,11,100.62,10.61,12.16,8.23,3.93,12.06,14.01,9.12,4.88
2001,5,12,100.24,12.16,14.02,10.61,3.42,14.07,16.33,12.15,4.18
2001,5,13,100.36,5.64,9.89,3.6,6.29,6.27,11.42,3.85,7.57
2001,5,14,100.81,2.23,3.45,0.31,3.13,2.36,3.66,0.32,3.34
2001,5,15,101.06,1.91,2.96,0.95,2.01,1.98,3.12,0.97,2.15
2001,5,16,101.15,2.1,3.38,1.06,2.31,2.17,3.52,1.08,2.45
2001,5,17,101.08,2.2,3.34,0.78,2.55,2.3,3.5,0.8,2.7
2001,5,18,100.95,1.63,2.59,0.38,2.21,1.7,2.72,0.36,2.36
2001,5,19,100.8,4.66,6.4,2.28,4.12,5.06,7.06,2.39,4.67
2001,5,20,100.66,6.77,7.87,6.18,1.7,7.52,8.87,6.77,2.1
2001,5,21,100.55,8.1,9.26,6.97,2.29,9.12,10.54,7.75,2.79
2001,5,22,100.48,9.1,10.7,7.61,3.09,10.44,12.47,8.55,3.91
2001,5,23,100.48,8.54,10.37,7.36,3.01,9.61,11.93,8.21,3.72
2001,5,24,100.52,4.17,7.42,0.96,6.46,4.52,8.26,0.98,7.27
2001,5,25,100.62,1.38,3.3,0.33,2.97,1.44,3.52,0.33,3.2
2001,5,26,100.73,3.52,5.16,2.59,2.56,3.77,5.65,2.72,2.93
2001,5,27,100.72,4.92,5.52,4.19,1.33,5.3,5.96,4.5,1.46
2001,5,28,100.6,7.44,9.28,3.57,5.7,8.28,10.26,3.96,6.3
2001,5,29,100.65,8.1,8.51,7.38,1.13,9.16,9.68,8.26,1.42
2001,5,30,100.73,7.67,8.62,6.74,1.88,8.71,9.84,7.61,2.23
2001,5,31,100.88,5.95,6.91,2.43,4.48,6.59,7.8,2.57,5.23
2001,6,1,101.02,4.42,7.72,0.35,7.36,4.77,8.57,0.38,8.18
2001,6,2,101.13,5.83,7.26,4.97,2.28,6.45,8.05,5.47,2.58
2001,6,3,101.03,4.7,6.55,2.55,4,5.1,7.24,2.67,4.57
2001,6,4,100.8,2.75,4.3,0.23,4.06,2.91,4.59,0.23,4.35
2001,6,5,100.76,3.41,4.93,1.04,3.89,3.61,5.27,1.08,4.2
2001,6,6,100.84,2.05,3.35,0.4,2.95,2.13,3.52,0.39,3.12
2001,6,7,100.8,2.02,3.44,0.71,2.72,2.12,3.62,0.73,2.89
2001,6,8,100.76,2.59,3.98,1.13,2.85,2.73,4.23,1.18,3.05
2001,6,9,100.75,3.16,3.9,2.09,1.81,3.34,4.12,2.17,1.95
2001,6,10,100.68,2.45,4.03,0.82,3.22,2.59,4.28,0.85,3.43
2001,6,11,100.74,4.41,6.76,1.13,5.62,4.73,7.37,1.16,6.2
2001,6,12,100.77,6.93,8.17,5.37,2.8,7.55,9.06,5.72,3.34
2001,6,13,100.64,9.51,10.52,8.23,2.28,10.7,12.02,9.13,2.9
2001,6,14,100.67,10.26,10.87,8.27,2.6,11.71,12.44,9.25,3.19
2001,6,15,100.82,4.84,7.62,2.82,4.8,5.23,8.46,2.98,5.48
2001,6,16,100.82,3.55,5.13,2.16,2.97,3.75,5.51,2.24,3.27
2001,6,17,100.71,5.47,6.95,4.38,2.58,5.9,7.59,4.66,2.94
2001,6,18,100.38,7.9,10.23,4.95,5.29,8.8,11.74,5.38,6.36
2001,6,19,100.2,7.92,11.88,4.56,7.31,8.84,13.62,4.86,8.76
2001,6,20,100.38,3.34,5.77,0.03,5.74,3.55,6.2,0.09,6.12
2001,6,21,100.41,6.7,7.33,4.59,2.75,7.44,8.18,5.02,3.16
2001,6,22,100.04,8.62,15.8,6.4,9.41,9.77,18.48,7.04,11.44
2001,6,23,100.44,10.58,15.41,6.43,8.97,12.17,18.02,7.14,10.88
2001,6,24,100.86,5.05,8.85,1.45,7.41,5.49,9.87,1.51,8.36
2001,6,25,100.88,6.13,7.8,4.77,3.04,6.75,8.73,5.17,3.55
2001,6,26,100.74,3.02,5.16,0.23,4.93,3.2,5.6,0.23,5.38
2001,6,27,100.79,6.03,7.34,4.76,2.59,6.57,8.17,5.11,3.06
2001,6,28,100.86,7.95,10.05,5.97,4.08,8.8,11.31,6.48,4.84
2001,6,29,100.82,8.09,10.08,7.31,2.77,8.96,11.46,8.02,3.45
2001,6,30,100.67,9.61,10.27,8.7,1.58,10.9,11.73,9.8,1.93
2001,7,1,100.82,8.03,10.37,5.14,5.23,9.05,11.92,5.61,6.32
2001,7,2,100.84,6.41,7.47,5.13,2.33,7.04,8.35,5.58,2.77
2001,7,3,100.35,8.41,11.97,5.8,6.16,9.51,13.8,6.35,7.45
2001,7,4,98.18,21.52,28.71,12.73,15.98,25.41,33.96,14.73,19.23
2001,7,5,99.17,17.67,27.74,10.66,17.08,21.12,32.81,12.49,20.32
2001,7,6,100.32,6.8,10.16,3.27,6.91,7.79,11.87,3.57,8.3
2001,7,7,100.76,2.59,3.75,0.66,3.09,2.77,4.05,0.66,3.38
2001,7,8,100.87,2.89,3.85,0.7,3.16,3.07,4.14,0.71,3.43
2001,7,9,100.77,3.83,4.73,2.77,1.96,4.09,5.12,2.92,2.2
2001,7,10,100.57,6.06,7.66,4.78,2.88,6.65,8.52,5.16,3.36
2001,7,11,100.52,8.28,9.05,7.41,1.65,9.21,10.12,8.18,1.94
2001,7,12,100.5,7.09,9.27,4.46,4.81,7.82,10.35,4.77,5.59
2001,7,13,100.62,3.73,5.7,1.93,3.77,4,6.17,2.04,4.14
2001,7,14,100.84,3.37,4.89,2.41,2.48,3.55,5.2,2.52,2.68
2001,7,15,100.93,4.17,5.38,2.18,3.2,4.43,5.75,2.25,3.5
2001,7,16,100.83,6.35,7.12,5.41,1.7,6.99,7.94,5.84,2.1
2001,7,17,100.65,5.96,6.78,5.29,1.49,6.55,7.55,5.84,1.71
2001,7,18,100.62,6.2,6.59,5.57,1.02,6.92,7.4,6.22,1.19
2001,7,19,100.66,4.2,5.33,1.19,4.14,4.57,5.87,1.22,4.65
2001,7,20,100.54,2.66,5.88,0.48,5.4,2.81,6.41,0.48,5.94
2001,7,21,100.73,3.88,5.88,2.04,3.84,4.16,6.43,2.12,4.3
2001,7,22,100.86,2.78,3.67,0.96,2.71,2.94,3.92,1,2.92
2001,7,23,100.48,5.62,8.34,2.55,5.79,6.15,9.34,2.71,6.63
2001,7,24,100.43,6.09,6.71,4.95,1.76,6.73,7.48,5.45,2.03
2001,7,25,100.67,5.05,8.83,1.6,7.23,5.57,10.04,1.69,8.35
2001,7,26,100.75,2.74,3.66,2.08,1.58,2.88,3.89,2.17,1.73
2001,7,27,100.63,3.59,5.67,2.02,3.65,3.85,6.19,2.11,4.08
2001,7,28,100.41,8.22,11.29,6.01,5.27,9.26,12.87,6.58,6.29
2001,7,29,100.42,11.1,12.72,9.23,3.49,12.63,14.5,10.47,4.03
2001,7,30,100.75,8.51,10.23,7.12,3.12,9.56,11.66,7.88,3.79
2001,7,31,100.73,6.05,6.84,4.98,1.86,6.62,7.52,5.38,2.14
2001,8,1,100.6,2.97,4.66,0.34,4.33,3.12,5,0.34,4.66
2001,8,2,100.64,3.29,4.74,0.41,4.33,3.49,5.11,0.42,4.69
2001,8,3,100.8,5.3,6.34,4.3,2.04,5.78,6.92,4.66,2.27
2001,8,4,100.96,6.9,7.6,5.39,2.21,7.74,8.62,5.93,2.68
2001,8,5,100.96,5.28,7.46,2.63,4.83,5.76,8.33,2.77,5.56
2001,8,6,100.79,2.58,4.12,1.6,2.52,2.71,4.39,1.65,2.74
2001,8,7,100.6,2.36,3.45,1.35,2.09,2.48,3.64,1.38,2.26
2001,8,8,100.66,4.39,5.34,2.78,2.55,4.7,5.77,2.91,2.86
2001,8,9,100.79,4.89,6.08,3.57,2.51,5.25,6.61,3.77,2.84
2001,8,10,100.91,4.15,6.34,2.46,3.88,4.43,6.89,2.57,4.32
2001,8,11,100.9,2.56,4.24,1.03,3.21,2.69,4.51,1.07,3.44
2001,8,12,100.67,5.72,6.62,4.43,2.2,6.2,7.29,4.71,2.59
2001,8,13,100.55,6.66,7.83,5.78,2.05,7.36,8.81,6.29,2.53
2001,8,14,100.57,6.24,8.05,5.32,2.73,6.92,9.14,5.82,3.32
2001,8,15,100.42,4.52,6.3,3.52,2.79,4.88,7.01,3.75,3.26
2001,8,16,100.12,5.48,9.22,3.05,6.17,6.01,10.48,3.29,7.2
2001,8,17,100.06,8.28,9.33,7.45,1.88,9.3,10.59,8.3,2.3
2001,8,18,100.09,6.93,8.69,5.66,3.03,7.69,9.83,6.17,3.66
2001,8,19,100.16,6.5,8.44,5.75,2.69,7.21,9.49,6.32,3.17
2001,8,20,100.32,5.98,7.12,4.92,2.21,6.6,7.97,5.33,2.64
2001,8,21,100.38,4.07,7.08,1.76,5.33,4.44,7.88,1.88,5.99
2001,8,22,100.38,5.35,7.4,2.31,5.09,5.9,8.36,2.48,5.88
2001,8,23,100.14,9.53,12.1,6.85,5.26,10.85,13.91,7.62,6.28
2001,8,24,100.11,7.66,11.4,6.83,4.57,8.59,13,7.61,5.39
2001,8,25,100.27,3.77,6.26,0.48,5.78,4.05,6.84,0.48,6.36
2001,8,26,100.24,1.49,2.57,0.12,2.45,1.59,2.73,0.11,2.62
2001,8,27,100.13,1.49,2.32,0.47,1.85,1.55,2.42,0.48,1.95
2001,8,28,100.24,3.72,5.34,1.4,3.94,3.95,5.7,1.44,4.27
2001,8,29,100.46,4.62,6.04,2.98,3.05,5.01,6.56,3.14,3.42
2001,8,30,100.61,5.35,6.21,4.64,1.57,5.86,6.88,5.02,1.85
2001,8,31,100.69,7.41,8.37,6.19,2.18,8.24,9.34,6.83,2.5
2001,9,1,100.57,8.04,9.41,6.4,3.01,8.95,10.56,6.96,3.6
2001,9,2,100.48,6.74,8.41,4.27,4.15,7.45,9.4,4.59,4.81
2001,9,3,100.73,4.84,6.92,2.38,4.55,5.24,7.6,2.52,5.09
2001,9,4,100.84,6.12,7.84,4.53,3.3,6.69,8.67,4.88,3.8
2001,9,5,100.73,9.14,9.88,7.99,1.88,10.33,11.23,8.87,2.38
2001,9,6,100.8,8.27,9.33,7.22,2.11,9.3,10.67,8.04,2.63
2001,9,7,100.73,9.81,11.51,8.35,3.15,11.09,13.09,9.32,3.77
2001,9,8,100.53,8.16,9.19,7.09,2.09,9.04,10.25,7.74,2.51
2001,9,9,100.6,6.19,11.23,4.98,6.25,6.74,12.6,5.31,7.29
2001,9,10,100.81,7.33,11.64,5.64,6.01,7.98,13.04,6.02,7.02
2001,9,11,100.87,4.76,5.58,3.52,2.05,5.08,5.96,3.73,2.23
2001,9,12,100.84,5.17,6.94,2.87,4.07,5.62,7.67,3,4.67
2001,9,13,100.69,5.7,6.56,5.03,1.53,6.17,7.18,5.39,1.79
2001,9,14,100.72,4.49,6.31,3.48,2.83,4.79,6.84,3.67,3.17
2001,9,15,100.71,5.02,6.05,3.66,2.38,5.39,6.55,3.88,2.66
2001,9,16,100.64,7.31,9.69,5.12,4.57,8.07,10.95,5.48,5.46
2001,9,17,100.53,9.69,10.4,9.23,1.17,10.97,11.8,10.44,1.37
2001,9,18,100.56,8.63,9.39,7.09,2.3,9.71,10.64,7.82,2.82
2001,9,19,100.67,5.84,7.77,3.49,4.27,6.37,8.59,3.7,4.9
2001,9,20,100.82,4.8,8.07,2.57,5.5,5.15,8.91,2.66,6.25
2001,9,21,100.76,8.94,11.41,6.8,4.6,10.1,13.13,7.47,5.67
2001,9,22,100.59,12.65,13.51,10.95,2.55,14.67,15.7,12.52,3.17
2001,9,23,100.21,10.31,12.66,8.88,3.77,11.77,14.71,10.01,4.7
2001,9,24,99.54,9.34,12.34,5.47,6.87,10.71,14.35,6.29,8.06
2001,9,25,99.16,14.77,21.84,3.63,18.21,17.05,25.2,4.16,21.04
2001,9,26,99.6,15.41,17.4,14.43,2.97,17.95,20.18,16.7,3.48
2001,9,27,100.36,11.1,14.34,9.32,5.02,12.77,16.62,10.8,5.83
2001,9,28,100.63,8.11,9.38,6.39,3,9.29,10.87,7.17,3.7
2001,9,29,100.85,4.53,5.97,3.33,2.64,4.97,6.65,3.6,3.04
2001,9,30,100.92,3.28,4.13,1.74,2.39,3.55,4.51,1.84,2.67
2001,10,1,101.07,5.1,9.19,1.37,7.83,5.61,10.45,1.42,9.02
2001,10,2,101.17,8.95,9.36,8.58,0.77,10.15,10.62,9.73,0.9
2001,10,3,101.17,6.58,8.48,4.53,3.95,7.27,9.58,4.84,4.73
2001,10,4,101.19,6.33,8.89,5.48,3.41,6.88,9.9,5.92,3.97
2001,10,5,101.06,8.9,9.51,8.2,1.32,10.01,10.77,9.16,1.6
2001,10,6,101.08,8.33,8.73,7.43,1.3,9.4,9.84,8.41,1.44
2001,10,7,101.05,6.08,7.4,5.41,1.99,6.78,8.34,6.01,2.34
2001,10,8,101.04,4.57,5.54,3.73,1.81,4.94,6.12,3.98,2.13
2001,10,9,101.03,4.15,5.3,3.49,1.8,4.42,5.75,3.7,2.05
2001,10,10,101.17,7.45,10.31,5.48,4.83,8.37,11.84,5.97,5.88
2001,10,11,101.22,11.11,12.22,10.47,1.76,12.77,14.09,12.03,2.05
2001,10,12,101.14,10.61,11.12,9.98,1.14,11.99,12.62,11.16,1.45
2001,10,13,100.94,9.48,10.02,8.71,1.31,10.6,11.25,9.74,1.51
2001,10,14,100.82,9.23,9.73,8.17,1.56,10.3,10.88,9.03,1.85
2001,10,15,100.79,8.16,9.19,6.59,2.59,8.97,10.22,7.13,3.09
2001,10,16,100.61,8.69,9.66,8.04,1.62,9.66,10.84,8.81,2.03
2001,10,17,100.79,9.33,11.56,5.26,6.3,10.55,13.22,5.77,7.45
2001,10,18,101.3,10.39,10.98,9.45,1.54,11.7,12.45,10.63,1.81
2001,10,19,101.54,10.92,11.32,9.52,1.8,12.42,12.95,10.7,2.24
2001,10,20,101.42,9.93,10.91,9,1.91,11.23,12.38,10.12,2.26
2001,10,21,101.28,8.62,9.53,7.75,1.77,9.79,10.81,8.8,2.02
2001,10,22,101.33,8.12,8.56,7.8,0.76,9.2,9.7,8.8,0.9
2001,10,23,101.38,9.17,9.62,8.57,1.05,10.38,10.95,9.69,1.26
2001,10,24,101.26,9.43,10.29,8.88,1.41,10.63,11.65,9.94,1.71
2001,10,25,101.22,8.37,9.7,7.59,2.11,9.34,10.89,8.43,2.47
2001,10,26,101.25,6.81,7.59,5.95,1.63,7.45,8.37,6.46,1.91
2001,10,27,101.24,6.1,6.77,5.45,1.32,6.65,7.43,5.92,1.51
2001,10,28,101.25,5.71,7.09,4.67,2.41,6.24,7.84,5.06,2.78
2001,10,29,101.4,7.15,7.79,6.26,1.53,7.88,8.63,6.85,1.78
2001,10,30,101.49,7.96,9.14,7.34,1.8,8.84,10.32,8.12,2.2
2001,10,31,101.51,8.43,9.15,7.29,1.86,9.45,10.3,8.13,2.17
2001,11,1,101.49,6.21,7.31,5.09,2.23,6.78,8.05,5.47,2.57
2001,11,2,101.37,6.67,7.57,5.1,2.47,7.33,8.38,5.51,2.86
2001,11,3,101.34,5.09,8.04,2.98,5.06,5.55,9.05,3.16,5.9
2001,11,4,101.44,10.46,11.27,8.44,2.83,11.96,12.93,9.53,3.4
2001,11,5,101.55,9.01,10.32,8.16,2.16,10.23,11.77,9.23,2.55
2001,11,6,101.57,13.17,14.59,9.72,4.86,15.23,16.89,11.15,5.74
2001,11,7,101.44,13.31,14.02,12.34,1.69,15.22,16.09,13.99,2.09
2001,11,8,101.19,11.64,12.33,10.9,1.43,13.23,14.05,12.38,1.67
2001,11,9,101.04,11.61,12.58,10.76,1.82,13.3,14.48,12.23,2.27
2001,11,10,101.09,12.36,12.99,11.42,1.57,14.14,14.94,12.97,1.97
2001,11,11,101.14,9.91,11.55,8.48,3.09,11.13,13.16,9.38,3.77
2001,11,12,101.34,11.54,12.49,10.42,2.08,13.05,14.19,11.68,2.51
2001,11,13,101.46,8.86,10.88,7.02,3.85,9.77,12.21,7.6,4.62
2001,11,14,101.48,9.84,11.98,7.2,4.77,10.9,13.41,7.8,5.62
2001,11,15,101.56,10.75,11.68,10.17,1.52,11.94,13.02,11.27,1.74
2001,11,16,101.52,10.38,11.13,9.78,1.35,11.63,12.66,10.9,1.76
2001,11,17,101.57,12.86,14.49,10.6,3.89,14.77,16.79,12.05,4.73
2001,11,18,101.68,11.74,12.92,10.81,2.12,13.27,14.77,12.11,2.66
2001,11,19,101.69,9.92,11.31,8.49,2.82,10.99,12.7,9.32,3.38
2001,11,20,101.7,8.93,9.84,8.34,1.51,9.84,10.93,9.15,1.79
