YEAR,MO,DY,PS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE
2015,4,18,101.17,7.81,9.51,6.78,2.73,8.89,10.93,7.73,3.2
2015,4,19,101.03,4.2,7.06,2.56,4.51,4.59,8.01,2.7,5.31
2015,4,20,101.01,5.16,6.44,2.8,3.64,5.65,7.15,2.95,4.21
2015,4,21,101.23,2.73,6.21,0.26,5.95,2.9,6.76,0.27,6.48
2015,4,22,101.44,5.83,9,4.3,4.7,6.36,10.01,4.58,5.44
2015,4,23,101.56,7.77,9.18,7.12,2.06,8.61,10.22,7.88,2.34
2015,4,24,101.49,6.66,7.33,6.01,1.32,7.27,8.11,6.49,1.62
2015,4,25,101.38,6.12,6.8,5.21,1.59,6.64,7.5,5.59,1.91
2015,4,26,101.4,7.61,8.04,6.89,1.15,8.38,8.89,7.6,1.29
2015,4,27,101.29,6.38,7.76,5.25,2.51,6.95,8.53,5.65,2.89
2015,4,28,101.14,4.52,7.08,1.42,5.65,4.95,7.86,1.48,6.38
2015,4,29,101.13,3.56,4.59,1.68,2.91,3.78,4.92,1.74,3.18
2015,4,30,101.18,2.13,3.65,1.06,2.59,2.22,3.84,1.07,2.77
2015,5,1,101.11,2.8,4.84,1.72,3.11,2.97,5.16,1.8,3.37
2015,5,2,101.1,3.48,5.13,0.77,4.36,3.73,5.51,0.83,4.69
2015,5,3,101.1,2.05,2.77,1.3,1.48,2.14,2.91,1.34,1.57
2015,5,4,101.1,1.83,3.51,0.44,3.07,1.9,3.72,0.42,3.3
2015,5,5,100.95,1.82,3.75,0.52,3.24,1.9,3.98,0.55,3.42
2015,5,6,100.93,2.98,5.3,0.4,4.91,3.18,5.72,0.45,5.27
2015,5,7,101.05,2.77,3.86,1.22,2.64,2.9,4.05,1.27,2.79
2015,5,8,100.96,4.03,5.53,3.08,2.45,4.29,6.01,3.23,2.77
2015,5,9,100.92,4.73,6.12,3.3,2.82,5.12,6.71,3.51,3.2
2015,5,10,100.79,10.02,18.05,4.92,13.13,11.45,21.28,5.32,15.96
2015,5,11,100.58,9.43,17.48,4.42,13.05,10.8,20.57,4.85,15.72
2015,5,12,101.18,3.07,4.96,0.63,4.33,3.32,5.45,0.68,4.78
2015,5,13,101.24,5.99,8.17,4.19,3.98,6.6,9.2,4.51,4.69
2015,5,14,101.3,7.13,9.5,5.39,4.11,7.98,10.74,6.02,4.72
2015,5,15,101.29,5.24,7.43,2.2,5.23,5.71,8.21,2.3,5.91
2015,5,16,101.13,3.18,5.44,0.98,4.46,3.37,5.82,1.02,4.8
2015,5,17,101.01,4.1,5.17,3,2.17,4.39,5.59,3.16,2.45
2015,5,18,100.99,5.91,7.64,4.28,3.36,6.42,8.39,4.59,3.8
2015,5,19,100.98,5.1,5.64,4.4,1.25,5.57,6.27,4.71,1.57
2015,5,20,101.02,5.86,7.06,4.39,2.67,6.52,7.89,4.83,3.07
2015,5,21,101.13,3.98,5.43,1.09,4.34,4.3,5.91,1.16,4.76
2015,5,22,101.05,4.6,6.3,3.13,3.16,5,6.89,3.38,3.52
2015,5,23,100.99,5.59,7.89,3.08,4.81,6.18,8.82,3.3,5.52
2015,5,24,100.91,7.98,8.76,6.02,2.74,9.05,9.89,6.7,3.2
2015,5,25,100.95,6.56,8,2.95,5.05,7.36,9.07,3.16,5.91
2015,5,26,101.15,3.34,4.05,2.32,1.73,3.58,4.38,2.47,1.91
2015,5,27,100.96,4.23,5.19,2.8,2.38,4.58,5.74,2.98,2.76
2015,5,28,100.78,6.61,7.09,5.39,1.71,7.38,7.96,5.97,1.99
2015,5,29,100.91,6.7,7.15,6.37,0.77,7.45,8,7.09,0.91
2015,5,30,100.95,6.1,6.98,5.34,1.63,6.72,7.71,5.85,1.86
2015,5,31,100.92,5.07,7.08,2.16,4.92,5.5,7.8,2.26,5.55
2015,6,1,101.01,2.91,5.77,1.93,3.84,3.09,6.27,2.01,4.27
2015,6,2,101.06,5.94,6.3,5.41,0.89,6.47,6.88,5.91,0.98
2015,6,3,101.07,3.02,5.62,0.38,5.25,3.21,6.09,0.4,5.69
2015,6,4,100.98,1.42,2.1,0.22,1.88,1.47,2.16,0.22,1.95
2015,6,5,100.82,2.09,3.85,0.15,3.7,2.22,4.11,0.17,3.94
2015,6,6,100.89,2.72,5.54,1.64,3.9,2.89,6,1.72,4.27
2015,6,7,101,5.52,6.52,4.48,2.03,5.95,7.12,4.78,2.34
2015,6,8,100.92,3.78,6.02,1.3,4.73,4.02,6.5,1.34,5.16
2015,6,9,100.9,2.84,4.02,0.76,3.27,2.98,4.25,0.8,3.45
2015,6,10,100.92,2.91,4.61,1.88,2.73,3.08,4.97,1.97,3
2015,6,11,100.94,4.06,6.05,0.75,5.3,4.38,6.58,0.77,5.8
2015,6,12,100.91,3.38,4.97,0.6,4.37,3.6,5.36,0.62,4.73
2015,6,13,100.91,6.44,6.8,5.29,1.51,7.02,7.44,5.71,1.73
2015,6,14,100.94,6.41,7.74,5.15,2.59,6.98,8.52,5.55,2.98
2015,6,15,101,6.22,7.3,4.96,2.34,6.78,8.05,5.35,2.69
2015,6,16,100.84,5.89,7.09,4.45,2.63,6.44,7.8,4.8,2.99
2015,6,17,100.67,4.33,6.52,2.3,4.23,4.67,7.16,2.41,4.75
2015,6,18,100.66,3.38,5.2,2.06,3.12,3.6,5.62,2.17,3.45
2015,6,19,100.74,2.21,3.36,0.62,2.74,2.31,3.54,0.64,2.91
2015,6,20,100.78,6.25,9.02,3.83,5.2,6.84,10.08,4.05,6.02
2015,6,21,100.76,6.88,9.14,4.93,4.21,7.54,10.2,5.29,4.91
2015,6,22,100.78,5.38,7.9,2.32,5.58,5.85,8.68,2.45,6.23
2015,6,23,100.9,5.58,7.05,3.83,3.22,6.09,7.84,4.15,3.69
2015,6,24,100.95,4.15,5.69,2.41,3.27,4.44,6.21,2.53,3.68
2015,6,25,100.91,4.77,6.01,3.46,2.55,5.14,6.59,3.65,2.94
2015,6,26,100.91,5.91,7.29,4.3,2.99,6.5,8.09,4.62,3.48
2015,6,27,101.09,4.95,6.46,2.88,3.59,5.34,7.05,3.03,4.03
2015,6,28,101.12,4.29,5.48,3.56,1.91,4.59,5.92,3.8,2.12
2015,6,29,100.98,5.38,6.24,4.23,2.01,5.81,6.8,4.53,2.27
2015,6,30,100.81,5.64,7.12,4.6,2.52,6.11,7.8,4.93,2.88
2015,7,1,100.65,7.12,8.2,6.2,1.99,7.89,9.12,6.82,2.3
2015,7,2,100.61,5.76,7.39,3.48,3.91,6.26,8.15,3.7,4.45
2015,7,3,100.47,3.37,4.87,1.53,3.33,3.58,5.23,1.59,3.63
2015,7,4,100.19,6.51,10.13,3.88,6.25,7.23,11.63,4.14,7.49
2015,7,5,99.86,12.12,14.48,9.33,5.14,14.09,17,10.58,6.43
2015,7,6,99.81,11.46,14.19,8.62,5.57,13.15,16.76,9.65,7.11
2015,7,7,99.9,12.67,14.09,11.69,2.41,14.57,16.38,13.36,3.02
2015,7,8,100.08,10.59,11.88,9.5,2.38,12.11,13.69,10.77,2.91
2015,7,9,99.97,8.46,10.52,5.79,4.73,9.52,12.03,6.41,5.62
2015,7,10,99.95,10.64,12.7,8.59,4.11,12.17,14.82,9.61,5.21
2015,7,11,100.19,10.73,11.21,10.21,1.01,12.38,13.03,11.77,1.26
2015,7,12,100.38,9.23,9.96,8.41,1.55,10.59,11.45,9.55,1.91
2015,7,13,100.46,8.77,9.47,8.22,1.25,10.02,10.88,9.23,1.64
2015,7,14,100.45,8.68,9.39,7.78,1.61,9.85,10.8,8.7,2.09
2015,7,15,100.42,10.61,11.38,9.72,1.66,12.2,13.08,11.12,1.95
2015,7,16,100.29,11.41,13.45,10.01,3.44,13.24,15.75,11.55,4.2
2015,7,17,100.36,11.02,12.13,9.76,2.38,12.7,14.09,11.13,2.95
2015,7,18,100.43,12.1,15.29,8.44,6.86,14.06,18.05,9.54,8.51
2015,7,19,100.75,10.86,12.53,8.67,3.86,12.57,14.55,10,4.54
2015,7,20,101.09,6.02,9.84,3.37,6.48,6.7,11.31,3.65,7.67
2015,7,21,101.25,3.65,5.33,1.95,3.38,3.88,5.76,2.04,3.72
2015,7,22,101.19,4.09,5.39,1.8,3.58,4.35,5.83,1.88,3.95
2015,7,23,101.15,1.22,2.23,0.39,1.84,1.25,2.31,0.39,1.92
2015,7,24,101.06,2.75,4.66,0.47,4.19,2.9,4.99,0.48,4.52
2015,7,25,100.95,5.92,7.52,4.63,2.89,6.44,8.34,4.96,3.38
2015,7,26,101.18,5.38,7.16,3.66,3.51,5.82,7.88,3.89,3.99
2015,7,27,101.32,2.99,4.1,2.12,1.98,3.13,4.36,2.19,2.17
2015,7,28,101.3,3.08,3.33,2.48,0.85,3.22,3.5,2.59,0.91
2015,7,29,101.25,2.09,3.9,0.4,3.5,2.17,4.12,0.41,3.71
2015,7,30,101.17,4.04,5.05,3.31,1.73,4.27,5.39,3.48,1.91
2015,7,31,101.06,4.48,5.82,3.67,2.15,4.78,6.32,3.88,2.45
2015,8,1,101.05,5.23,6.62,3.91,2.71,5.68,7.3,4.14,3.16
2015,8,2,101.05,5.29,6.24,4.35,1.9,5.73,6.83,4.66,2.17
2015,8,3,100.94,4.34,5.7,3.01,2.7,4.64,6.2,3.16,3.04
2015,8,4,100.75,3.28,4.02,2.14,1.88,3.46,4.28,2.23,2.05
2015,8,5,100.53,3.66,5.38,0.78,4.59,3.89,5.8,0.8,5.01
2015,8,6,100.27,7.2,9.35,3.66,5.7,8.02,10.59,3.88,6.71
2015,8,7,99.75,12.46,16.19,9.45,6.74,14.43,19.01,10.7,8.31
2015,8,8,99.76,14.66,16.54,11.19,5.35,17.32,19.52,13.09,6.43
2015,8,9,100.39,8.53,10.98,5.59,5.39,9.81,12.79,6.23,6.55
2015,8,10,100.82,3.57,5.64,2.53,3.11,3.85,6.25,2.66,3.59
2015,8,11,100.98,4.66,5.78,2.99,2.79,5.02,6.27,3.15,3.12
2015,8,12,101.03,5.28,5.59,5.07,0.52,5.71,6.09,5.48,0.61
2015,8,13,101.04,4.47,6.18,3.27,2.91,4.8,6.73,3.45,3.28
2015,8,14,101,3.66,4.66,3.12,1.55,3.88,4.99,3.28,1.71
2015,8,15,101.04,4.58,5.59,3.39,2.2,4.91,6.05,3.59,2.46
2015,8,16,101,5.01,5.81,3.89,1.91,5.41,6.33,4.14,2.19
2015,8,17,100.91,5.54,6.57,4.48,2.09,6.01,7.23,4.78,2.45
2015,8,18,100.84,4.91,6.2,1.8,4.41,5.31,6.79,1.86,4.92
2015,8,19,100.67,5.22,7.27,2.07,5.2,5.63,8.05,2.14,5.91
2015,8,20,100.08,13.48,18.38,7.57,10.81,15.8,21.7,8.45,13.26
2015,8,21,98.64,23.95,27.46,19.68,7.78,28.12,31.98,23.2,8.79
2015,8,22,98.9,20.85,26.54,14.46,12.08,24.42,30.95,16.73,14.22
2015,8,23,99.91,13.6,15.83,11.73,4.09,15.91,18.45,13.74,4.7
2015,8,24,100.43,10.89,12.09,9.35,2.73,12.7,14.2,10.84,3.36
2015,8,25,100.8,8.98,10.71,7.77,2.95,10.26,12.35,8.73,3.62
2015,8,26,101.06,7.81,8.91,6.77,2.14,8.86,10.19,7.62,2.57
2015,8,27,101.08,5.62,8.34,4.04,4.3,6.21,9.43,4.39,5.04
2015,8,28,101.03,4.04,5.08,2.53,2.55,4.34,5.48,2.69,2.8
2015,8,29,100.98,3.77,4.98,3.16,1.82,4.01,5.36,3.34,2.02
2015,8,30,100.98,4.37,4.99,3.53,1.46,4.7,5.38,3.77,1.6
2015,8,31,101.01,3.95,4.92,2.94,1.98,4.23,5.33,3.12,2.21
2015,9,1,101.04,2.81,3.63,0.98,2.65,2.97,3.88,1.01,2.86
2015,9,2,101.19,4.54,5.41,3.3,2.12,4.87,5.87,3.47,2.4
2015,9,3,101.25,5.49,5.83,5.09,0.74,5.95,6.32,5.48,0.84
2015,9,4,101.24,4.16,5.51,3.64,1.87,4.43,5.94,3.84,2.1
2015,9,5,101.07,2.09,4.11,0.44,3.67,2.21,4.38,0.47,3.91
2015,9,6,100.86,4.43,5.66,2.93,2.73,4.75,6.15,3.06,3.09
2015,9,7,100.74,4.97,6.19,3.34,2.84,5.38,6.73,3.53,3.2
2015,9,8,100.79,4.34,7.34,2.5,4.84,4.66,8.16,2.6,5.57
2015,9,9,100.98,5.88,6.62,5.31,1.31,6.37,7.22,5.73,1.48
2015,9,10,101.12,5.59,6.21,4.36,1.85,6.02,6.71,4.63,2.08
2015,9,11,100.99,5.07,5.58,4.67,0.91,5.38,5.95,4.95,1
2015,9,12,101.03,5.84,7.41,5.02,2.38,6.26,8.06,5.3,2.76
2015,9,13,101.1,6.94,8.3,5.57,2.73,7.6,9.21,5.98,3.23
2015,9,14,101.04,6.04,7.52,4.88,2.64,6.57,8.32,5.2,3.12
2015,9,15,101.05,5.51,6.38,4.59,1.79,5.94,6.94,4.88,2.05
2015,9,16,101.1,4.88,5.7,4.25,1.45,5.22,6.12,4.55,1.56
2015,9,17,101.28,4.94,5.32,4.28,1.04,5.28,5.71,4.58,1.12
2015,9,18,101.28,4.95,6.16,4.08,2.08,5.28,6.67,4.31,2.36
2015,9,19,101.1,5.12,5.8,4.54,1.27,5.45,6.23,4.79,1.44
2015,9,20,100.91,5.43,6.53,4.67,1.86,5.81,7.04,4.95,2.09
2015,9,21,100.88,4.61,5.47,3.74,1.73,4.9,5.87,3.93,1.94
2015,9,22,100.98,4.65,5.19,4.2,0.99,4.96,5.56,4.46,1.1
2015,9,23,100.83,2.56,4.51,1.46,3.05,2.67,4.81,1.51,3.3
2015,9,24,100.59,4.68,6.37,2.22,4.15,5.04,6.97,2.3,4.66
2015,9,25,100.46,4.87,5.96,3.2,2.76,5.25,6.49,3.42,3.07
2015,9,26,100.51,4.08,6.52,2.6,3.91,4.38,7.08,2.75,4.33
2015,9,27,100.42,6.9,8.09,5.96,2.13,7.55,8.97,6.48,2.49
2015,9,28,100.25,8.98,10.33,5.2,5.13,10.01,11.66,5.52,6.15
2015,9,29,100.86,5.46,7.64,2.97,4.67,6.01,8.47,3.16,5.32
2015,9,30,101.28,5.13,6.91,3.79,3.12,5.68,7.69,4.06,3.62
2015,10,1,101.25,5.5,7.02,3.82,3.19,5.97,7.77,4.07,3.69
2015,10,2,101.07,9.25,10.92,6.85,4.07,10.47,12.53,7.53,5
2015,10,3,101.4,7.81,9.31,6.53,2.79,8.76,10.56,7.26,3.3
2015,10,4,101.64,7.44,7.96,6.55,1.41,8.22,8.79,7.22,1.57
2015,10,5,101.52,7.32,7.98,6.6,1.38,8.09,8.88,7.24,1.63
2015,10,6,101.3,6.4,6.9,5.41,1.49,6.96,7.56,5.8,1.77
2015,10,7,101.18,4.48,5.77,3.12,2.65,4.75,6.19,3.25,2.94
2015,10,8,101.03,2.11,3.04,1.3,1.73,2.2,3.16,1.38,1.79
2015,10,9,100.97,4.37,5.62,3.01,2.61,4.66,6.07,3.16,2.91
2015,10,10,101.11,3.25,5.73,1.16,4.57,3.41,6.14,1.16,4.98
2015,10,11,101.38,8.22,10.1,6.02,4.08,9.06,11.28,6.48,4.8
2015,10,12,101.52,11.03,11.86,10.12,1.75,12.44,13.47,11.27,2.19
2015,10,13,101.53,11.2,11.89,10.1,1.78,12.65,13.51,11.27,2.23
2015,10,14,101.4,9.31,10.67,7.76,2.91,10.3,11.91,8.47,3.44
2015,10,15,101.15,9.02,10.12,7.92,2.2,9.98,11.33,8.66,2.67
2015,10,16,100.87,12.23,13.7,10.07,3.63,14.04,15.95,11.29,4.66
2015,10,17,100.67,14.77,15.42,13.72,1.71,17.23,18.1,15.97,2.13
2015,10,18,100.37,14.29,15.21,13.7,1.52,16.75,17.88,15.91,1.97
2015,10,19,99.88,16.37,17.89,14.28,3.61,19.3,21.11,16.77,4.34
2015,10,20,99.73,14.16,15.78,12.52,3.26,16.55,18.64,14.51,4.12
2015,10,21,100.21,11.95,13.47,10.73,2.74,13.8,15.69,12.27,3.42
2015,10,22,100.56,14.23,15.97,12.16,3.81,16.61,18.78,14.03,4.75
2015,10,23,100.92,8.77,13.41,3.66,9.75,9.91,15.48,3.92,11.56
2015,10,24,101.31,3.47,5.15,2.48,2.66,3.72,5.64,2.63,3
2015,10,25,101.44,8.16,9.12,5.55,3.57,9.26,10.45,6.12,4.34
2015,10,26,101.49,7.81,9.52,6.02,3.5,8.7,10.75,6.54,4.21
2015,10,27,101.45,5.29,6.3,4.4,1.9,5.71,6.85,4.71,2.14
2015,10,28,101.62,6.91,7.5,5.77,1.73,7.6,8.35,6.24,2.11
2015,10,29,101.67,7.35,8.14,6.61,1.53,8.2,9.11,7.33,1.78
2015,10,30,101.65,6.96,7.26,6.73,0.52,7.77,8.13,7.49,0.64
2015,10,31,101.75,8.62,9.19,7.18,2.01,9.79,10.45,8.01,2.43
2015,11,1,101.63,7.78,8.95,7.04,1.91,8.87,10.23,8.05,2.18
2015,11,2,101.53,7.55,8.41,6.78,1.64,8.58,9.68,7.66,2.02
2015,11,3,101.54,8.13,9.33,7.09,2.24,9.37,10.79,8.09,2.69
2015,11,4,101.47,7.27,7.92,6.77,1.15,8.52,9.31,8.05,1.27
2015,11,5,101.42,6.66,8.06,5.71,2.35,7.75,9.4,6.72,2.69
2015,11,6,101.4,7.17,7.54,6.73,0.81,8.12,8.56,7.62,0.94
2015,11,7,101.54,7.35,7.8,6.94,0.86,8.33,8.8,7.84,0.97
2015,11,8,101.52,6.11,7.47,5.32,2.15,6.74,8.4,5.8,2.6
2015,11,9,101.44,5.13,5.98,4.17,1.81,5.56,6.54,4.46,2.08
2015,11,10,101.44,7.9,8.97,6.25,2.72,8.84,10.15,6.84,3.32
2015,11,11,101.52,7.4,8,6.52,1.48,8.21,8.97,7.16,1.81
2015,11,12,101.59,6.89,7.8,5.92,1.88,7.62,8.75,6.48,2.27
2015,11,13,101.45,5.41,6.93,4.39,2.55,5.91,7.7,4.73,2.97
2015,11,14,101.33,5.2,6.55,3.52,3.03,5.66,7.21,3.78,3.43
2015,11,15,101.44,6.81,7.68,6.2,1.48,7.52,8.59,6.81,1.77
2015,11,16,101.35,7.19,7.5,6.8,0.7,8.09,8.44,7.67,0.77
2015,11,17,101.42,6.62,7.55,6.08,1.47,7.41,8.5,6.84,1.66
2015,11,18,101.49,5.71,6.69,4.86,1.83,6.3,7.41,5.32,2.09
2015,11,19,101.56,7.09,8.4,6.15,2.26,7.91,9.48,6.84,2.65
2015,11,20,101.5,8.29,8.82,7.55,1.26,9.34,9.99,8.39,1.6
2015,11,21,101.48,8.35,9.4,7.58,1.82,9.38,10.67,8.39,2.28
2015,11,22,101.39,9.43,11.2,7.34,3.86,10.74,12.78,8.25,4.53
2015,11,23,101.29,8.66,9.76,7.91,1.84,9.75,11.11,8.96,2.15
2015,11,24,101.27,9.81,10.39,8.47,1.92,11.13,11.84,9.44,2.4
2015,11,25,101.28,6.49,8.31,5.45,2.86,7.09,9.23,5.9,3.34
2015,11,26,101.48,12.43,16.09,5.56,10.54,14.03,18.38,6.03,12.35
2015,11,27,101.87,13.45,14.84,11.88,2.97,15.12,16.78,13.35,3.43
2015,11,28,101.92,10.34,11.73,9.29,2.45,11.63,13.16,10.59,2.58
2015,11,29,101.79,7.31,9.28,5.33,3.95,8.19,10.57,5.83,4.74
2015,11,30,101.57,6.35,7.2,5.23,1.98,6.98,7.98,5.68,2.3
2015,12,1,101.49,4.69,5.92,4.2,1.73,5.07,6.48,4.54,1.93
2015,12,2,101.47,3.73,5.05,1.67,3.38,3.98,5.38,1.73,3.64
2015,12,3,101.63,7.92,10.42,5.06,5.36,8.77,11.73,5.39,6.34
2015,12,4,101.79,11.99,13.01,10.36,2.66,13.63,14.86,11.65,3.21
2015,12,5,101.59,10.04,11.65,7.29,4.36,11.52,13.27,8.24,5.03
2015,12,6,101.54,5.29,7.25,2.79,4.46,5.9,8.18,3.02,5.16
2015,12,7,101.71,10.62,11.98,6.37,5.62,12.05,13.71,7.08,6.63
2015,12,8,101.77,11.52,12.8,10.59,2.2,13.23,14.79,12.09,2.7
2015,12,9,101.52,9.7,10.75,7.52,3.23,11.21,12.4,8.59,3.82
2015,12,10,101.33,5.16,7.92,3.55,4.37,5.63,8.96,3.74,5.23
2015,12,11,101.32,6.29,8.29,4.03,4.26,6.83,9.14,4.23,4.91
2015,12,12,101.32,7.36,8.15,6.75,1.4,8.09,9.09,7.31,1.77
2015,12,13,101.31,6.38,8.34,3.73,4.6,7.09,9.33,4.07,5.25
2015,12,14,101.24,4.06,4.91,3.41,1.51,4.43,5.48,3.66,1.8
2015,12,15,101.24,9.7,12.59,4.88,7.7,11.02,14.3,5.47,8.83
2015,12,16,101.42,13.79,14.74,12.55,2.18,15.62,16.76,14.24,2.52
2015,12,17,101.79,14.41,15.23,13.76,1.47,16.19,17.2,15.31,1.88
2015,12,18,102.03,12.22,13.91,11.04,2.86,13.66,15.55,12.29,3.27
2015,12,19,102.01,11.66,12.08,10.96,1.12,13.23,13.67,12.38,1.29
2015,12,20,101.89,10.09,11.26,8.72,2.54,11.37,12.74,9.77,2.97
2015,12,21,101.9,8.66,9.28,8.07,1.21,9.88,10.62,9.16,1.47
2015,12,22,101.85,7.7,8.5,5.98,2.52,8.83,9.75,6.81,2.94
2015,12,23,101.7,5.45,6.59,4.33,2.26,6.13,7.27,4.93,2.34
2015,12,24,101.59,3.34,6.62,0.29,6.34,3.6,7.3,0.3,7
2015,12,25,101.65,3.43,5.46,1.14,4.31,3.63,5.91,1.15,4.76
2015,12,26,101.68,6.81,8.35,4.38,3.98,7.46,9.2,4.72,4.48
2015,12,27,101.83,3.3,6.84,0.37,6.48,3.54,7.41,0.41,7.01
2015,12,28,102.09,11.44,12.43,7.47,4.96,12.88,14.1,8.15,5.95
2015,12,29,102.1,11.74,12.74,11.05,1.7,13.25,14.44,12.41,2.02
2015,12,30,101.96,9.37,11.18,7.7,3.48,10.44,12.57,8.59,3.98
2015,12,31,102.03,9.43,11.48,7.55,3.91,10.6,12.96,8.43,4.53
2016,1,1,102.09,10.62,11.45,9.71,1.74,12.06,12.98,11.05,1.92
2016,1,2,101.92,9.12,9.98,7.47,2.52,10.4,11.38,8.48,2.89
2016,1,3,101.73,6.83,7.66,6.16,1.49,7.79,8.63,7.12,1.51
2016,1,4,101.7,5.68,6.84,4.12,2.73,6.37,7.72,4.71,3.01
2016,1,5,101.59,6.19,6.75,5.22,1.53,6.84,7.5,5.68,1.82
2016,1,6,101.58,5.36,6.74,3.61,3.13,5.79,7.3,3.83,3.48
2016,1,7,101.72,8.49,10.35,6.6,3.75,9.34,11.52,7.15,4.37
2016,1,8,101.6,6.01,9.09,0.52,8.57,6.49,9.98,0.52,9.46
2016,1,9,101.73,9.6,10.16,8.97,1.19,10.6,11.3,9.93,1.38
2016,1,10,101.63,8.09,9.33,7.03,2.29,8.93,10.36,7.73,2.62
2016,1,11,101.42,5.05,6.67,3.15,3.52,5.45,7.3,3.32,3.98
2016,1,12,101.55,6.8,8.65,4.55,4.11,7.35,9.46,4.83,4.63
2016,1,13,101.51,5.8,10.12,2.13,7.99,6.2,11.11,2.13,8.98
2016,1,14,101.6,7.8,8.66,6.51,2.16,8.45,9.41,7,2.41
2016,1,15,101.26,3.98,6.4,2.2,4.2,4.2,6.88,2.2,4.68
2016,1,16,101.26,6.15,7.86,2.77,5.08,6.59,8.6,2.8,5.8
2016,1,17,101.01,8.46,9.62,7.04,2.58,9.48,10.88,7.66,3.22
2016,1,18,101.35,7.5,8.88,5.99,2.88,8.07,9.88,6.38,3.5
2016,1,19,101.71,8.31,9.29,7.1,2.19,9.02,10.23,7.56,2.67
2016,1,20,101.85,10.12,10.66,9.45,1.2,11.32,11.98,10.45,1.52
2016,1,21,101.53,6.8,9.06,3.72,5.34,7.52,10.12,3.92,6.2
2016,1,22,101.5,5.24,7.03,1.45,5.58,5.59,7.54,1.45,6.09
2016,1,23,101.77,8.6,12.48,2.7,9.79,9.32,13.77,2.78,11
2016,1,24,102.39,12.96,13.38,12.38,1,14.12,14.66,13.34,1.31
2016,1,25,102.59,11.48,12.62,10.28,2.34,12.41,13.66,11.11,2.55
2016,1,26,102.34,10.96,11.45,10.27,1.2,12.04,12.66,11.3,1.36
2016,1,27,102.17,9.62,10.84,8.12,2.71,10.59,11.98,8.84,3.13
2016,1,28,101.83,9.22,9.91,8.33,1.58,10.34,11.16,9.23,1.92
2016,1,29,101.62,6.74,8.27,4.7,3.57,7.47,9.17,5.2,3.98
2016,1,30,101.65,4.32,9.05,2.06,6.98,4.69,10.09,2.19,7.9
2016,1,31,101.72,10.51,11.59,7.47,4.12,11.85,13.12,8.38,4.74
2016,2,1,101.6,6.9,11.62,4.51,7.11,7.7,12.93,5.05,7.88
2016,2,2,101.73,11.51,11.91,10.83,1.08,12.8,13.31,12.04,1.27
2016,2,3,101.74,10.53,11.29,9.3,1.98,11.77,12.59,10.35,2.24
2016,2,4,101.55,7.39,9.36,2.89,6.47,8.13,10.43,3.09,7.33
2016,2,5,101.35,9.56,12.23,0.89,11.34,10.62,13.69,0.88,12.8
2016,2,6,101.65,11.41,12.68,10.05,2.63,12.55,13.97,10.96,3.01
2016,2,7,102.05,10.73,13.84,8.48,5.35,11.66,15.27,9.08,6.19
2016,2,8,102.09,9.76,10.33,9.02,1.3,10.55,11.25,9.72,1.53
2016,2,9,101.94,9.01,9.94,8.22,1.72,9.77,10.86,8.84,2.02
2016,2,10,101.74,8.65,9.05,7.96,1.09,9.55,10.2,8.6,1.59
2016,2,11,101.6,8.3,8.86,7.87,0.99,9.35,9.99,8.77,1.23
2016,2,12,101.51,6.68,8.48,4.91,3.56,7.58,9.68,5.52,4.17
2016,2,13,101.46,3.7,6.41,0.63,5.78,4.02,7.1,0.68,6.42
2016,2,14,101.52,3.41,6.38,1.58,4.8,3.61,6.95,1.62,5.33
2016,2,15,101.91,9.65,10.92,7.02,3.9,10.52,12.05,7.71,4.34
2016,2,16,102.04,7.91,10.05,5.52,4.53,8.43,10.88,5.77,5.11
2016,2,17,101.97,5.9,6.67,5.16,1.51,6.22,7.09,5.42,1.66
2016,2,18,101.81,5.53,6.45,4.39,2.05,5.94,6.91,4.7,2.21
2016,2,19,101.68,4.14,6.18,1.23,4.95,4.51,6.8,1.28,5.51
2016,2,20,101.82,7.4,11.37,4.48,6.89,8.01,12.57,4.74,7.83
2016,2,21,102.04,11.87,13.48,10.43,3.05,13.27,15.12,11.7,3.43
2016,2,22,101.89,8.12,10.33,6.38,3.95,9.12,11.57,7.16,4.41
2016,2,23,101.79,6.61,10.73,4.61,6.12,7.34,12.05,5.09,6.95
2016,2,24,102.11,12.67,14.19,11,3.19,14.32,16.19,12.34,3.84
2016,2,25,102.34,13.11,14.24,11.83,2.42,14.81,16.23,13.25,2.98
2016,2,26,102.24,9.82,11.66,7.44,4.22,10.84,13.04,8.05,4.99
2016,2,27,101.99,5.46,7.38,4.22,3.16,5.88,7.99,4.5,3.49
2016,2,28,101.9,6.57,7.67,4.22,3.45,7.18,8.48,4.52,3.96
2016,2,29,102.01,10.98,14.89,6.62,8.27,12.31,17,7.16,9.83
2016,3,1,102.15,12.48,14.44,11,3.44,13.88,16.3,12.12,4.16
2016,3,2,102.1,10.03,11.15,8.43,2.72,10.99,12.32,9.15,3.17
2016,3,3,101.89,8.31,8.96,7.39,1.56,9.09,9.79,8.15,1.64
2016,3,4,101.58,8.18,10.82,6.23,4.59,9.1,12.25,6.81,5.45
2016,3,5,101.43,8.59,10.6,5.59,5.01,9.48,11.98,6.02,5.97
2016,3,6,101.39,4.36,5.77,3.29,2.49,4.62,6.2,3.43,2.77
