YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,WS2M,ALLSKY_KT,ALLSKY_NKT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
2006,4,1,5.4,6.55,6.84,0.53,0.63,422.3,106.4,126.55,13.78,0.41,2.16
2006,4,2,6.73,6.92,3.24,0.66,0.78,408.59,131.86,134.83,17,0.52,2.74
2006,4,3,6.73,6.96,4.85,0.66,0.78,405.69,131.05,134.92,16.89,0.51,2.7
2006,4,4,6.94,7.11,5.53,0.68,0.8,400.57,134.7,137.16,17.33,0.52,2.77
2006,4,5,7.15,7.21,3.9,0.7,0.82,385.56,136.53,137.04,17.43,0.52,2.78
2006,4,6,6.73,7.03,2.9,0.66,0.77,397.54,129.82,134.42,16.7,0.5,2.64
2006,4,7,5.8,6.91,4.77,0.56,0.66,416.84,112.84,132.6,14.69,0.45,2.33
2006,4,8,5.3,6.92,7.41,0.52,0.6,424.05,105.13,133.02,14.05,0.44,2.3
2006,4,9,6.13,7.17,6.58,0.59,0.7,414.34,121.32,139.22,16.02,0.52,2.77
2006,4,10,7.08,7.33,4.91,0.68,0.8,401.38,138.15,142.34,18.07,0.56,3.01
2006,4,11,6.98,7.27,2.8,0.67,0.79,406.39,137.14,141.93,17.86,0.52,2.72
2006,4,12,7.04,7.32,3.98,0.67,0.79,406.76,137.58,142.09,17.97,0.51,2.67
2006,4,13,6.67,7.08,2.96,0.64,0.75,410.97,130.2,136.59,16.75,0.46,2.38
2006,4,14,6.32,7.07,5.91,0.6,0.7,417.02,125.02,137.48,16.28,0.44,2.27
2006,4,15,5.18,6.77,3.27,0.49,0.58,420.8,103.67,130.87,13.44,0.37,1.88
2006,4,16,3.35,6.4,7.05,0.32,0.38,430.16,68.55,121.33,9.06,0.25,1.27
2006,4,17,4.45,6.93,7.91,0.42,0.49,432.09,90.69,133.41,12.34,0.34,1.74
2006,4,18,5.36,7.18,6.34,0.51,0.59,426.1,108.42,140.43,14.6,0.41,2.12
2006,4,19,7.32,7.44,4.2,0.69,0.8,402.85,143.15,144.54,18.6,0.52,2.74
2006,4,20,6.3,7.4,4.29,0.59,0.7,416.99,125.33,143.92,16.55,0.47,2.41
2006,4,21,5.67,7.27,6.12,0.53,0.62,422.96,113.55,141.2,15.08,0.44,2.26
2006,4,22,7.15,7.37,5.04,0.67,0.78,403.17,138.57,141.32,17.83,0.48,2.52
2006,4,23,7.34,7.52,2.43,0.69,0.8,388.8,140.98,143.03,18.19,0.5,2.59
2006,4,24,7.02,7.47,2.9,0.66,0.77,403.64,137.34,144.26,17.88,0.51,-999
2006,4,25,7.02,7.49,4.64,0.66,0.77,405.95,138.02,145.52,18.12,0.52,2.77
2006,4,26,6.94,7.07,4.7,0.65,0.76,396.55,132.15,133.57,16.33,0.45,2.33
2006,4,27,7.16,7.55,2.2,0.66,0.77,393.39,139.32,145.28,18.16,0.52,2.7
2006,4,28,7.14,7.57,2.3,0.66,0.77,394.37,138.31,144.59,17.99,0.52,2.69
2006,4,29,6.67,7.46,2.77,0.62,0.72,407.4,131.52,144.13,17.27,0.5,2.59
2006,4,30,6.93,7.32,2.43,0.64,0.75,409.07,135.66,141.48,17.56,0.5,2.6
2006,5,1,7.2,7.38,3.48,0.67,0.77,413.87,141.55,143.83,18.39,0.52,2.7
2006,5,2,7.42,7.53,3.98,0.69,0.8,408.9,145.22,146,18.84,0.52,2.69
2006,5,3,6.29,7.48,4.65,0.59,0.68,420.83,126.3,146.28,16.81,0.48,2.45
2006,5,4,5.89,7.39,6.2,0.55,0.63,417.05,118.48,143.73,15.88,0.44,2.25
2006,5,5,5.92,7.4,5.4,0.55,0.63,420.71,118.99,143.73,15.93,0.44,2.24
2006,5,6,6.16,7.48,2.75,0.57,0.66,416.52,123.06,145.27,16.38,0.46,2.38
2006,5,7,7.48,7.58,2.13,0.69,0.8,401.55,145.41,146.11,18.82,0.51,2.62
2006,5,8,6.86,7.44,1.7,0.63,0.73,417.96,136.34,145.73,17.91,0.5,2.58
2006,5,9,6.85,7.48,2.43,0.63,0.73,420.77,136.64,146.88,17.92,0.52,2.7
2006,5,10,7.24,7.56,4.38,0.66,0.77,418.11,143.42,148.18,18.76,0.52,2.67
2006,5,11,7.29,7.51,6.68,0.67,0.77,417.47,143.31,146.19,18.59,0.51,2.61
2006,5,12,6.92,7.53,7.49,0.63,0.73,429.09,138.24,148.19,18.21,0.5,2.55
2006,5,13,6.46,7.6,7.8,0.59,0.69,431.98,130.8,150.59,17.63,0.48,2.49
2006,5,14,4.68,7.55,8.77,0.43,0.5,438.64,98.08,149.58,13.97,0.41,2.05
2006,5,15,4.4,7.33,8.21,0.41,0.47,436.98,91.42,144.23,12.73,0.36,1.83
2006,5,16,3.47,7.44,7.88,0.32,0.37,440.77,73.77,146.9,10.66,0.3,1.5
2006,5,17,6.27,7.31,7.37,0.58,0.66,434.85,126.24,143.55,16.86,0.48,2.48
2006,5,18,4.61,7.28,6.66,0.42,0.48,433.28,95.66,142.42,13.41,0.38,1.96
2006,5,19,5.99,7.09,4.51,0.55,0.63,424.99,118.73,136.73,15.48,0.43,2.2
2006,5,20,6.43,7.35,4.61,0.59,0.68,429.98,128.28,143.81,16.88,0.47,2.42
2006,5,21,6.31,7.62,5.55,0.58,0.66,433.78,128.18,150.72,17.36,0.49,2.54
2006,5,22,6.7,7.65,4.88,0.61,0.7,429.12,135.98,151.66,18.31,0.52,2.7
2006,5,23,7.35,7.69,2.87,0.67,0.77,423.89,146.45,151.52,19.3,0.53,2.77
2006,5,24,7.38,7.61,2.25,0.67,0.77,422.05,147.12,150.24,19.35,0.55,2.93
2006,5,25,7.21,7.61,4.41,0.66,0.76,424.79,143.67,149.93,18.93,0.54,2.82
2006,5,26,7.58,7.71,3.34,0.7,0.8,418.93,149.99,151.24,19.66,0.54,2.79
2006,5,27,7.48,7.75,3.05,0.68,0.79,416.02,147.9,151.67,19.45,0.55,2.88
2006,5,28,6.64,7.64,3.34,0.61,0.7,420.46,132.91,149.2,17.66,0.51,2.62
2006,5,29,4.63,7.48,3.77,0.42,0.48,429.36,96.66,147.21,13.66,0.4,2.05
2006,5,30,5.99,7.48,2.64,0.55,0.63,430.43,121.23,147.15,16.34,0.46,2.37
2006,5,31,7.15,7.61,2.66,0.66,0.75,424.61,142.75,149.77,18.84,0.53,2.75
2006,6,1,7.39,7.69,2.49,0.67,0.77,423.11,147.27,151.62,19.51,0.55,2.86
2006,6,2,6.94,7.68,2.8,0.63,0.73,426.85,139.7,151.75,18.7,0.55,2.84
2006,6,3,4.64,7.67,1.27,0.42,0.48,435.3,97.23,151.76,13.96,0.41,2.08
2006,6,4,6.53,7.69,3.92,0.59,0.69,428,132.29,152.03,17.88,0.5,2.57
2006,6,5,4.55,7.62,7.81,0.41,0.48,433.48,94.75,150.84,13.64,0.4,2.03
2006,6,6,6.13,7.65,8.17,0.55,0.64,430.25,124.84,151.43,17.04,0.51,2.62
2006,6,7,5.71,7.6,7.36,0.52,0.6,436.69,117.3,150.47,16.27,0.49,2.58
2006,6,8,6.31,7.67,8.76,0.58,0.66,433.51,128.36,151.74,17.43,0.52,2.74
2006,6,9,6.11,7.62,10.06,0.55,0.64,435.43,124.31,150.34,16.91,0.51,2.63
2006,6,10,5.7,7.54,9.58,0.52,0.6,435.34,115.91,148.24,15.81,0.46,2.35
2006,6,11,3.22,7.4,6.46,0.3,0.34,439.95,68.17,145.2,9.68,0.27,1.38
2006,6,12,6.8,7.59,3.2,0.62,0.71,435.2,136.43,149.52,18.3,0.53,2.8
2006,6,13,5.96,7.59,3.8,0.54,0.62,430.44,120.83,148.53,16.48,0.48,2.49
2006,6,14,7.17,7.58,2.62,0.66,0.75,423.71,142.51,148.59,18.8,0.53,2.77
2006,6,15,6.91,7.72,3.13,0.63,0.73,425.89,138.32,151.3,18.51,0.52,2.71
2006,6,16,7.48,7.69,2.44,0.68,0.79,425.65,149.11,151.8,19.7,0.55,2.88
2006,6,17,7.17,7.61,4.3,0.66,0.75,432.89,144.2,150.95,19.19,0.55,2.84
2006,6,18,6.37,7.64,4.2,0.58,0.67,432.64,129.66,151.28,17.52,0.51,2.61
2006,6,19,4.07,7.64,5.78,0.37,0.43,438.05,86.02,151.64,12.57,0.35,1.81
2006,6,20,5.86,7.62,5.9,0.53,0.62,436.42,120.05,151.16,16.55,0.47,2.4
2006,6,21,1.94,7.63,6.52,0.18,0.2,436.34,43.05,151.44,6.6,0.17,0.89
2006,6,22,7.63,7.78,4.23,0.7,0.8,426.59,153.08,154.78,20.26,0.57,2.97
2006,6,23,7.74,7.86,3.77,0.7,0.81,423.52,154.2,155.31,20.38,0.56,2.94
2006,6,24,7.51,7.79,4.09,0.69,0.79,427.95,150.23,154.43,19.97,0.55,2.88
2006,6,25,7.62,7.77,5.84,0.7,0.8,426.71,152.26,153.96,20.11,0.56,2.94
2006,6,26,7.41,7.68,6.27,0.68,0.78,429.83,148.62,152.47,19.73,0.55,2.85
2006,6,27,7.54,7.68,6.08,0.69,0.79,426.11,149.7,151.35,19.68,0.55,2.84
2006,6,28,7.14,7.75,6.42,0.65,0.75,425.91,142.84,152.23,18.94,0.53,2.75
2006,6,29,7.02,7.68,6.57,0.64,0.73,427.73,141.23,151.98,18.85,0.53,2.74
2006,6,30,7.38,7.72,6.58,0.67,0.77,432.85,147.44,152.77,19.63,0.55,2.9
2006,7,1,5.61,7.65,5.95,0.52,0.59,434.12,114.96,151.77,16.02,0.45,2.3
2006,7,2,7.37,7.75,4.41,0.67,0.77,425.63,147.29,153.2,19.57,0.55,2.83
2006,7,3,7.41,7.78,2.55,0.68,0.78,424.27,147.58,153.72,19.6,0.54,2.78
2006,7,4,7.11,7.7,3.87,0.65,0.75,427.45,141.98,151.77,18.88,0.52,2.69
2006,7,5,7.45,7.69,5.9,0.68,0.78,429.84,148.61,151.88,19.63,0.55,2.89
2006,7,6,6.3,7.46,7.38,0.58,0.66,436.5,127,146.98,17,0.48,2.51
2006,7,7,5.28,7.5,8.14,0.48,0.55,442.35,109.37,149.12,15.34,0.45,2.3
2006,7,8,3.86,7.35,8.87,0.35,0.41,441.12,82.16,145.59,11.85,0.35,1.8
2006,7,9,5.51,7.32,7.2,0.51,0.58,442.38,113.09,145.2,15.44,0.45,2.34
2006,7,10,6.39,7.3,5.29,0.59,0.67,441.59,129.95,145.19,17.37,0.5,2.61
2006,7,11,5.41,7.37,5.82,0.49,0.57,442.98,111.63,145.96,15.31,0.45,2.3
2006,7,12,3.16,7.16,10.8,0.29,0.34,444.36,67.5,141.59,9.86,0.3,1.52
2006,7,13,1.12,7.31,13.12,0.1,0.12,450.01,26.2,145.95,4.27,0.13,0.7
2006,7,14,0.91,6.95,12.18,0.09,0.09,445.02,20.71,136.52,3.15,0.08,0.41
2006,7,15,2.15,7.02,7.62,0.2,0.23,444.47,47.29,137.92,7.01,0.2,0.99
2006,7,16,3.79,7.19,4.55,0.35,0.4,442.83,79.81,141.38,11.3,0.34,1.73
2006,7,17,5.73,7.57,3.85,0.52,0.61,434.64,117.8,150.22,16.16,0.48,2.48
2006,7,18,7.17,7.74,3.48,0.66,0.76,423.66,143.64,152.59,19.2,0.55,2.82
2006,7,19,7.57,7.75,4.33,0.7,0.8,421.01,150.81,153.17,19.95,0.58,3.03
2006,7,20,7.31,7.73,4.34,0.67,0.77,429.77,146.66,153.38,19.59,0.55,2.89
2006,7,21,7.4,7.72,3.08,0.68,0.79,427.76,148.37,153.27,19.7,0.55,2.88
2006,7,22,7.23,7.66,2.89,0.66,0.77,429.29,145.33,152.13,19.33,0.58,3.02
2006,7,23,6.7,7.62,4.34,0.62,0.71,433.22,135.91,151.7,18.41,0.54,2.8
2006,7,24,0.71,7.33,6.84,0.06,0.08,437.91,16.61,145.81,2.67,0.07,0.38
2006,7,25,1.74,6.81,9.41,0.16,0.19,439.79,38.55,133.15,5.79,0.17,0.88
2006,7,26,4.75,7.17,6.58,0.44,0.51,435.52,98.84,141.59,13.74,0.41,2.12
2006,7,27,3.06,6.91,4.47,0.28,0.33,436.94,65.99,135.41,9.33,0.27,1.41
2006,7,28,6.55,7.45,4.32,0.61,0.7,428.84,132.45,147.35,17.7,0.52,2.67
2006,7,29,6.67,7.66,5.25,0.62,0.71,424.95,133.49,150.14,17.97,0.52,2.66
2006,7,30,6.3,7.53,7.27,0.59,0.67,434.95,128.53,149.73,17.42,0.52,2.68
2006,7,31,6.51,7.53,8.82,0.6,0.7,437.2,131.22,149.06,17.82,0.53,2.79
2006,8,1,4.99,7.48,8.84,0.46,0.54,438.83,103.81,148.52,14.69,0.45,2.34
2006,8,2,5.32,7.4,6.81,0.49,0.57,435.88,109.91,146.65,15.34,0.47,2.44
2006,8,3,3.34,7.33,3.98,0.31,0.36,437.05,70.96,144.98,10.16,0.32,1.65
2006,8,4,5.23,7.44,2.67,0.48,0.56,433.95,108.14,147.64,15.08,0.45,2.27
2006,8,5,7.08,7.48,2.12,0.66,0.77,425.2,142.09,148.31,18.93,0.54,2.82
2006,8,6,6.92,7.51,3.15,0.65,0.75,420.98,138.55,148.26,18.48,0.52,2.73
2006,8,7,7.25,7.55,4.11,0.68,0.78,419.67,144.04,148.26,19.03,0.54,2.81
2006,8,8,5.52,7.28,5.33,0.52,0.59,428.45,112.27,142.73,15.35,0.45,2.34
2006,8,9,6.22,7.34,6.13,0.59,0.67,434.47,126.3,144.95,17.13,0.52,2.68
2006,8,10,6.7,7.45,3.22,0.62,0.73,431.98,135.82,147.8,18.26,0.54,2.8
2006,8,11,6.56,7.5,5.87,0.62,0.71,436.02,133.43,149.48,18.22,0.56,2.95
2006,8,12,6.18,7.52,7.42,0.58,0.67,434.52,125.84,148.8,17.21,0.51,2.62
2006,8,13,5.51,7.6,4.64,0.52,0.6,427.92,112.88,149.66,15.85,0.48,2.47
2006,8,14,7.23,7.52,1.54,0.68,0.79,422.52,144.03,148.4,19.17,0.56,2.92
2006,8,15,6.62,7.42,4.82,0.62,0.73,434,133.7,147.19,17.98,0.53,2.8
2006,8,16,4.75,7.26,8.35,0.45,0.52,443.98,99.19,143.97,13.91,0.42,2.15
2006,8,17,5.57,7.13,8.05,0.52,0.61,441.34,113.21,140.65,15.29,0.45,2.31
2006,8,18,5.67,6.97,6.87,0.54,0.62,439.93,114.64,136.72,15.27,0.45,2.31
2006,8,19,3.07,6.98,6.4,0.29,0.34,438.51,66.15,137.62,9.61,0.27,1.4
2006,8,20,2.24,7.05,6.58,0.21,0.25,438.16,49.1,139.45,7.4,0.2,1.05
2006,8,21,4.28,6.77,3.41,0.41,0.48,438.12,88.09,131.41,12.02,0.34,1.76
2006,8,22,5.54,6.6,4.26,0.53,0.62,426.52,108.86,126.36,13.98,0.4,2.07
2006,8,23,4.27,7,6.09,0.41,0.48,433,88.63,137.2,12.39,0.37,1.88
2006,8,24,6.23,7.09,4.85,0.59,0.7,432.54,125.68,139.93,16.73,0.49,2.54
2006,8,25,6.74,7.2,3.16,0.65,0.76,430.57,135.22,142.67,17.9,0.52,2.74
2006,8,26,6.28,7.04,1.23,0.6,0.7,429.51,126.37,139.12,16.73,0.48,2.49
2006,8,27,5.69,7.18,4.53,0.55,0.64,431.72,116.45,142.44,16,0.48,2.49
2006,8,28,7.2,7.4,6.55,0.7,0.81,425.41,143.74,146.8,19.14,0.56,2.95
2006,8,29,7.33,7.45,3.55,0.71,0.83,415,145.12,146.69,19.13,0.55,2.83
2006,8,30,7.12,7.32,3.57,0.69,0.81,417.2,140.16,143.3,18.48,0.51,2.65
2006,8,31,6.38,6.88,5.88,0.62,0.73,427.84,125.66,133.68,16.28,0.45,2.33
2006,9,1,1.7,6.78,5.65,0.16,0.2,438.09,37.54,132.74,5.51,0.14,0.7
2006,9,2,4.38,7.02,5.15,0.43,0.5,441.18,90.39,138.42,12.74,0.37,1.88
2006,9,3,6.3,7.04,4.46,0.62,0.73,426.81,126.41,139.23,16.75,0.47,-999
2006,9,4,7.09,7.13,3.81,0.7,0.82,417.3,139.42,139.91,18.15,0.5,2.59
2006,9,5,6.98,7.09,4.74,0.69,0.8,416.05,137.4,139.07,17.89,0.51,2.66
2006,9,6,6.49,7.07,4.72,0.64,0.76,426.39,129.52,139.52,17.12,0.48,2.52
2006,9,7,5.75,7.02,2.66,0.57,0.67,430.19,116.12,138.76,15.81,0.47,2.43
2006,9,8,5.6,7.05,1.69,0.55,0.66,436.89,114.12,140,15.55,0.46,2.39
2006,9,9,4.25,7,1.78,0.42,0.5,436.32,88.95,139.42,12.75,0.38,1.95
2006,9,10,3.17,6.76,3.91,0.31,0.38,434.48,67.65,133.61,9.93,0.29,1.46
2006,9,11,3.44,6.73,5.4,0.34,0.41,436.62,72.45,133.18,10.4,0.3,1.52
2006,9,12,6.31,6.84,2.92,0.63,0.75,429.88,125.95,135.23,16.56,0.48,2.45
2006,9,13,6.86,6.98,2.16,0.69,0.82,427.12,136.21,138.29,17.83,0.5,2.6
2006,9,14,5.43,6.68,6.48,0.55,0.65,432.52,109.56,131.77,14.79,0.41,2.11
2006,9,15,3.37,6.3,8.95,0.34,0.41,436.39,70.59,122.71,10.16,0.29,1.45
2006,9,16,5.11,6.47,8.02,0.52,0.62,435.12,102.8,126.77,13.89,0.4,2.02
2006,9,17,5.26,6.54,5.06,0.53,0.63,432.07,105.58,128.34,14.11,0.4,2.05
2006,9,18,2.95,6.56,4.12,0.3,0.36,439.91,63.38,129.15,9.36,0.27,1.37
2006,9,19,2.88,6.62,6.88,0.3,0.35,439.77,62.23,130.93,9.29,0.27,1.34
2006,9,20,4.89,6.59,3.71,0.5,0.6,432.04,99.25,130.08,13.6,0.4,2.01
2006,9,21,4.44,6.59,4.02,0.45,0.55,431.52,90.68,129.96,12.61,0.38,1.89
2006,9,22,5.41,6.74,5.73,0.55,0.67,429.09,109.15,133.48,14.74,0.43,2.2
2006,9,23,5,6.68,7.25,0.52,0.62,430.12,102.1,132.87,14.08,0.41,2.09
2006,9,24,4.08,6.59,6.37,0.42,0.51,430.8,84.79,130.1,11.9,0.34,1.74
2006,9,25,5.75,6.6,6.32,0.6,0.72,424.89,114.3,130.09,15.05,0.41,2.12
2006,9,26,5.93,6.52,7.01,0.62,0.75,424.7,117.78,128.33,15.39,0.41,2.1
2006,9,27,6.21,6.58,7.17,0.65,0.79,420.2,122.02,129.03,15.87,0.42,2.16
2006,9,28,5.23,6.64,7.77,0.55,0.66,432.41,106.05,131.91,14.49,0.41,2.06
2006,9,29,4.4,6.55,7.9,0.47,0.56,441.21,91.22,131.16,12.91,0.38,1.9
2006,9,30,5.31,6.51,7.1,0.56,0.69,432.47,107.46,129.45,14.55,0.41,2.12
2006,10,1,5.76,6.53,5.65,0.62,0.74,424.23,113.48,127.31,14.91,0.41,2.09
2006,10,2,4.61,6.41,6.77,0.49,0.6,434.51,92.98,126.53,12.8,0.36,1.83
2006,10,3,4.53,6.36,8.32,0.48,0.59,429,91.24,125.03,12.49,0.35,1.8
2006,10,4,5.42,6.12,7.69,0.59,0.71,419.27,106.18,118.53,13.77,0.38,1.92
2006,10,5,4.92,6.12,5.87,0.53,0.65,417.2,95.55,117.33,12.51,0.34,1.71
2006,10,6,4.58,6.02,6.08,0.5,0.61,409.83,88.76,113.66,11.59,0.3,1.52
2006,10,7,5.92,6.26,5.71,0.65,0.79,399.65,113.78,120.05,14.62,0.38,1.95
2006,10,8,4.45,6.17,6.25,0.48,0.59,417.49,87.91,119.37,11.79,0.32,1.61
2006,10,9,5.89,6.14,6.26,0.65,0.8,401.48,113.58,118.37,14.61,0.38,1.95
2006,10,10,5.04,6.31,5.59,0.55,0.69,421.25,99.6,122.79,13.23,0.34,1.77
2006,10,11,5.62,6.26,5.43,0.62,0.77,422.7,110.95,122.95,14.48,0.38,1.91
2006,10,12,5.4,6.18,6.62,0.6,0.74,427.2,107.59,122.36,14.21,0.38,1.95
2006,10,13,5.6,6.13,7.01,0.62,0.77,415.02,109.3,119.33,14.23,0.38,1.95
2006,10,14,5.74,6.08,5.2,0.65,0.8,414.48,111.71,118.12,14.33,0.38,1.98
2006,10,15,4.14,5.63,4.86,0.47,0.58,426.31,81.88,108.48,10.7,0.3,1.51
2006,10,16,5.24,5.69,6.05,0.59,0.73,408.77,100.61,108.97,12.71,0.35,1.84
2006,10,17,4.95,5.7,5.94,0.56,0.7,408.91,95.29,109.34,12.06,0.31,1.61
2006,10,18,5.7,5.94,6.29,0.66,0.81,400.54,108.05,112.48,13.66,0.35,1.8
2006,10,19,5.84,6.09,5.93,0.67,0.84,403.18,111.73,116.63,14.28,0.38,1.95
2006,10,20,4.69,5.98,6.39,0.54,0.68,417.2,91.98,115.91,12.16,0.33,1.68
2006,10,21,5.38,5.86,6.98,0.62,0.78,415.28,105.59,114.92,13.7,0.36,1.85
2006,10,22,5.93,6.03,5.09,0.69,0.87,408.88,114.52,117.07,14.68,0.38,1.91
2006,10,23,5.74,5.99,5.79,0.67,0.84,409.44,112.12,117.62,14.44,0.37,1.88
2006,10,24,5.44,5.9,8.29,0.64,0.8,417.82,105.9,114.84,13.69,0.36,1.84
2006,10,25,4.57,5.68,9.02,0.54,0.68,420.53,90.72,111.19,12.04,0.33,1.69
2006,10,26,4.59,5.67,9.16,0.55,0.69,421.59,91.42,111.18,12.17,0.33,1.7
2006,10,27,3.99,5.68,9.33,0.48,0.6,421.54,80.62,111.52,11.06,0.3,1.53
2006,10,28,4.9,5.64,8.78,0.59,0.74,423.05,97.09,110.91,12.8,0.34,1.77
2006,10,29,3.06,5.59,9.7,0.37,0.47,432.54,63.38,111.12,9.12,0.25,1.31
2006,10,30,2.17,5.42,8.82,0.27,0.34,430.65,46.3,107.44,6.87,0.19,0.98
2006,10,31,2.3,5.37,6.16,0.28,0.35,431.97,48.71,106.35,7.1,0.2,1.02
2006,11,1,1.25,5.22,6.87,0.16,0.2,430.93,26.77,102.7,3.98,0.1,0.52
2006,11,2,1.79,5.22,7.71,0.22,0.28,433.4,38.48,102.94,5.77,0.16,0.85
2006,11,3,1.42,5.33,7.28,0.17,0.23,432.84,31.21,105.41,4.8,0.13,0.7
2006,11,4,2.64,5.36,5.32,0.33,0.42,431.42,55.35,106.06,7.97,0.22,1.14
2006,11,5,3.25,5.4,4.79,0.41,0.52,425.55,66.49,106.74,9.26,0.23,1.25
2006,11,6,3.45,5.38,6.56,0.43,0.55,430.61,70.49,106.6,9.82,0.26,1.36
2006,11,7,3.9,5.23,9.86,0.49,0.63,426.42,76.85,101.77,10.33,0.27,1.38
2006,11,8,4.46,5.11,8.73,0.56,0.73,419.43,87.23,99.32,11.22,0.28,1.47
2006,11,9,5,5.15,7.8,0.63,0.82,406.9,96.6,99.85,12.07,0.3,1.54
2006,11,10,4.14,5.17,6.74,0.53,0.68,414.55,80.74,99.78,10.54,0.26,1.38
2006,11,11,3.44,5.28,8.86,0.44,0.57,414.77,68.5,102.93,9.4,0.24,1.28
2006,11,12,3.5,4.69,10.95,0.45,0.59,414.91,68.27,88.93,8.91,0.23,1.18
2006,11,13,2.33,4.96,7.7,0.3,0.39,429.09,47.47,97.07,6.86,0.18,0.93
2006,11,14,3.82,4.95,5.54,0.49,0.64,431.24,75.92,97.18,10.05,0.25,1.34
2006,11,15,2.64,5.03,7.58,0.34,0.45,435.52,53.83,98.8,7.61,0.2,1.02
2006,11,16,4.8,5.17,5.43,0.63,0.82,413.21,94.36,101.66,12.04,0.3,1.59
2006,11,17,4.93,5.15,4.95,0.65,0.84,413.23,96.79,101.7,12.29,0.3,1.55
2006,11,18,5.09,5.13,5.38,0.67,0.88,409.3,99.84,101.43,12.59,0.3,1.57
2006,11,19,4.92,5.1,4.57,0.66,0.85,410.21,96.15,100.43,12.2,0.3,1.53
2006,11,20,5.09,5.18,4.98,0.68,0.89,406.35,99.45,102.08,12.53,0.3,1.52
2006,11,21,4.48,5,6.2,0.6,0.79,417.77,87.23,97.48,11.12,0.26,1.3
2006,11,22,4.6,5.03,4.2,0.62,0.81,411.63,90.07,98.51,11.42,0.27,1.35
2006,11,23,4.93,5.05,2.03,0.66,0.88,400.7,95.88,98.78,12.01,0.27,1.41
2006,11,24,4.9,4.99,5.87,0.66,0.88,404.88,95.3,97.72,11.96,0.28,1.42
2006,11,25,4.36,5.01,6.23,0.59,0.78,414.05,86.16,99.02,11.05,0.26,1.34
2006,11,26,4.93,5,4.8,0.67,0.89,407.12,96.55,98.55,12.12,0.28,1.45
2006,11,27,5.06,5.06,2.85,0.69,0.91,402.89,98.2,99.22,12.26,0.29,1.48
2006,11,28,4.56,5,4.55,0.62,0.83,411.88,88.85,97.56,11.31,0.27,1.44
2006,11,29,4.37,4.94,5.7,0.6,0.8,410.55,85.41,96.3,10.98,0.28,1.49
2006,11,30,3.66,4.92,8.42,0.51,0.67,412.6,72.23,96.2,9.62,0.24,1.32
2006,12,1,2.96,4.84,8.98,0.41,0.55,417.02,60.09,95.38,8.38,0.23,1.22
2006,12,2,1.74,4.71,8.73,0.24,0.32,429.29,36.67,93.1,5.55,0.16,0.84
2006,12,3,1.75,4.49,10.91,0.24,0.32,426.29,36.77,87.13,5.43,0.15,0.82
2006,12,4,2.32,4.31,11.74,0.32,0.43,425.72,47.3,82.77,6.6,0.18,0.98
2006,12,5,2.83,4.62,9.16,0.4,0.53,422.95,56.68,90.18,7.86,0.2,1.1
2006,12,6,2.88,4.73,8.48,0.41,0.54,426.48,58.47,93.66,8.16,0.21,1.11
2006,12,7,4.39,4.74,6.26,0.62,0.83,415.48,86.71,94.1,11.03,0.27,1.4
2006,12,8,4.44,4.79,8.32,0.62,0.84,409.38,86.64,93.88,10.95,0.27,1.42
2006,12,9,4.45,4.77,10.09,0.62,0.84,403.48,86.15,92.55,10.82,0.27,1.38
2006,12,10,3.4,4.65,11.12,0.48,0.64,408.75,66.91,90.28,8.93,0.23,1.22
2006,12,11,1.63,4.32,10.13,0.23,0.31,420.27,34.43,83.63,5.07,0.13,0.69
2006,12,12,1.6,4.48,8.93,0.23,0.3,423.51,33.47,88.62,5.01,0.13,0.7
2006,12,13,3.13,4.65,7.41,0.45,0.59,425.98,63.24,92.57,8.65,0.22,1.2
2006,12,14,3.66,4.76,3.94,0.52,0.7,426.91,72.97,94.61,9.51,0.23,1.23
2006,12,15,2.29,4.68,7.9,0.33,0.44,434.66,47.34,92.27,6.88,0.18,0.98
2006,12,16,1.43,4.69,9.05,0.2,0.27,430.9,30.84,93.19,4.71,0.13,0.7
2006,12,17,0.91,3.7,12.27,0.13,0.17,407.05,18.72,67.28,2.7,0.07,0.38
2006,12,18,2.44,4.72,11.06,0.34,0.47,406.08,47.99,89.99,6.83,0.18,0.97
2006,12,19,3.81,4.74,9.4,0.55,0.73,396.82,74.29,91.98,9.62,0.23,1.21
2006,12,20,3.58,4.77,8.48,0.52,0.69,408.9,70.89,93.81,9.35,0.23,1.27
2006,12,21,1.4,4.63,10.05,0.2,0.27,419.3,30.08,91.48,4.62,0.13,0.7
2006,12,22,2.84,4.65,11.73,0.41,0.55,409.95,56.65,90,7.88,0.22,1.22
2006,12,23,2.58,4.64,10.01,0.37,0.49,409.01,50.81,88.58,7.12,0.2,1.05
2006,12,24,2.41,4.67,6.85,0.34,0.46,406.23,47.37,89.8,6.61,0.17,0.93
2006,12,25,4.61,4.8,4.38,0.66,0.88,374.54,87.38,91.54,10.89,0.26,1.34
2006,12,26,4.49,4.75,4.13,0.64,0.86,370.7,83.87,89.27,10.38,0.25,1.3
2006,12,27,4.16,4.85,6.66,0.59,0.8,388.11,79.36,92.59,10.12,0.26,1.37
