YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,WS2M,ALLSKY_KT,ALLSKY_NKT,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX
2012,4,8,4.91,6.86,8.91,0.48,0.55,425.72,98.56,132.39,13.27,0.37,1.88
2012,4,9,4.77,7.17,7.86,0.46,0.54,428.41,96.55,139.41,13.41,0.38,1.88
2012,4,10,6.73,7.43,7.19,0.65,0.76,407.62,132.34,144.57,17.53,0.48,2.44
2012,4,11,7.28,7.45,4.71,0.7,0.82,403.05,141.84,144.45,18.6,0.52,2.67
2012,4,12,6.96,7.38,4.69,0.66,0.78,409.33,136.77,143.71,18.06,0.51,2.63
2012,4,13,6.87,7.33,3.98,0.66,0.77,409.16,135.47,142.89,17.73,0.51,2.62
2012,4,14,7.3,7.4,1.97,0.7,0.81,393.89,141.64,142.83,18.32,0.51,2.63
2012,4,15,7.26,7.43,3.03,0.69,0.8,398.06,141.78,144.05,18.42,0.52,2.73
2012,4,16,6.81,7.31,2.84,0.65,0.76,402.3,133.5,141.5,17.41,0.49,2.53
2012,4,17,3.61,7.06,4.5,0.34,0.4,424.27,75.23,136.45,10.66,0.3,1.52
2012,4,18,4.97,7.01,4.4,0.47,0.55,418.37,100.6,135.91,13.54,0.39,2.02
2012,4,19,6.37,7.16,2.79,0.6,0.7,415.01,125.52,138.34,16.36,0.46,2.37
2012,4,20,6.29,7.28,2.34,0.59,0.7,416.05,124.75,140.9,16.58,0.48,2.45
2012,4,21,6.58,7.26,3.67,0.62,0.72,412.89,129.23,140.09,16.97,0.47,2.43
2012,4,22,5.51,7.34,2.5,0.52,0.6,419.92,109.98,140.84,14.8,0.41,2.12
2012,4,23,6.47,7.37,4.27,0.61,0.7,423.99,129.2,144.23,17.1,0.46,2.38
2012,4,24,7.39,7.49,4.58,0.7,0.8,414.12,145.63,146.32,19.05,0.52,2.7
2012,4,25,7.39,7.49,4.41,0.69,0.8,417.73,146,146.73,19.09,0.53,2.78
2012,4,26,5.44,7.49,4.09,0.51,0.59,430.66,111.1,147.05,15.3,0.44,2.26
2012,4,27,6.63,7.42,4.32,0.62,0.72,424.23,132.48,145.43,17.58,0.48,2.43
2012,4,28,2.83,7.48,4.23,0.27,0.3,432.51,61.42,147.57,9.2,0.27,1.37
2012,4,29,7.15,7.46,4.12,0.66,0.77,420.95,141.77,146.28,18.61,0.5,2.59
2012,4,30,7.27,7.44,3.06,0.67,0.78,418.91,143.89,145.84,18.72,0.5,2.6
2012,5,1,6.92,7.47,2.66,0.64,0.74,422.15,137.7,146.23,18.09,0.48,2.49
2012,5,2,7.33,7.54,4.4,0.68,0.79,413.8,144.33,147.05,18.85,0.5,2.57
2012,5,3,6.3,7.46,3.38,0.59,0.68,423.35,126.63,146.25,16.88,0.46,2.34
2012,5,4,7.2,7.51,2.69,0.66,0.77,422.07,142.84,147.3,18.74,0.51,2.62
2012,5,5,6.06,7.16,4.37,0.56,0.65,430.16,120.82,139.29,15.93,0.42,2.15
2012,5,6,3.17,7.06,4.2,0.29,0.34,434.48,67.88,137.04,9.61,0.26,1.3
2012,5,7,6.46,7.14,4.68,0.59,0.69,424.46,127.11,137.63,16.38,0.44,2.27
2012,5,8,6.67,7.05,2.51,0.62,0.71,420.7,130.31,135.71,16.59,0.45,2.3
2012,5,9,5.93,7.21,3.75,0.55,0.63,428.52,117.68,138.87,15.39,0.42,2.15
2012,5,10,5.44,7,3.16,0.5,0.58,433.1,107.96,134.48,14.09,0.38,1.95
2012,5,11,4.54,7.1,2.18,0.42,0.48,429.97,92.57,139.09,12.63,0.34,-999
2012,5,12,5.18,7.22,3.3,0.48,0.55,429.58,105.18,140.75,14.4,0.4,2.02
2012,5,13,6.89,7.4,3.38,0.63,0.73,424.66,136.01,144.02,17.8,0.47,2.4
2012,5,14,7.23,7.56,2.82,0.66,0.77,429.91,144.61,149.66,19.16,0.52,2.71
2012,5,15,6.36,7.61,3.45,0.59,0.67,434.27,128.47,150.23,17.41,0.49,2.54
2012,5,16,3.41,7.41,1.45,0.31,0.36,440.02,73.21,146.33,10.74,0.31,1.59
2012,5,17,2.47,7.45,3.45,0.23,0.26,438.9,54.09,147.49,8.11,0.23,1.2
2012,5,18,4.4,7.42,2.62,0.41,0.47,438.29,91.87,146.37,13.06,0.38,1.97
2012,5,19,4.92,7.44,3.3,0.45,0.52,434.05,101.7,146.74,14.24,0.41,2.1
2012,5,20,4.15,7.44,5.57,0.38,0.44,438.1,86.87,146.97,12.36,0.37,1.85
2012,5,21,1.49,7.3,6.77,0.13,0.16,437.7,34.09,143.98,5.27,0.14,0.72
2012,5,22,3.91,7.26,4.13,0.36,0.41,442.13,82.4,141.18,11.59,0.32,1.61
2012,5,23,5.94,7.56,4.6,0.54,0.62,438.14,120.71,148.77,16.43,0.45,2.31
2012,5,24,7.21,7.69,4.81,0.66,0.76,431.2,144.86,152.45,19.45,0.53,2.74
2012,5,25,7.01,7.73,2.72,0.64,0.73,431.2,141.45,153.74,18.98,0.52,2.71
2012,5,26,6.73,7.72,3.47,0.62,0.71,436.6,136.58,153.43,18.48,0.52,2.71
2012,5,27,6.75,7.68,3.2,0.62,0.71,434.68,136.62,152.45,18.35,0.52,2.68
2012,5,28,6.26,7.62,2.1,0.57,0.66,432.45,127.59,150.83,17.29,0.48,2.47
2012,5,29,4.45,7.47,3.03,0.41,0.47,435.85,92.68,147.7,12.96,0.37,1.88
2012,5,30,5.85,7.53,2.45,0.53,0.62,432.98,119.79,149.02,16.4,0.47,2.4
2012,5,31,6.85,7.66,2.21,0.62,0.72,428.2,138.22,151.47,18.42,0.52,2.64
2012,6,1,6.08,7.68,5.79,0.55,0.64,438.75,124.49,152.55,17.08,0.48,2.43
2012,6,2,5.68,7.61,6.62,0.52,0.59,439.83,116.87,151.35,16.12,0.45,2.32
2012,6,3,6.3,7.64,6.79,0.57,0.66,441.65,128.67,151.95,17.68,0.52,2.66
2012,6,4,5.65,7.28,5.42,0.52,0.59,437.45,114.55,142.85,15.55,0.43,2.21
2012,6,5,6.96,7.48,3.91,0.63,0.73,430.45,139.02,148.36,18.4,0.52,-999
2012,6,6,6.41,7.54,1.3,0.59,0.67,433.96,129.7,149.2,17.49,0.49,2.51
2012,6,7,7.09,7.53,2.93,0.65,0.74,435.07,143.02,149.67,19.02,0.54,2.79
2012,6,8,6.64,7.54,7.01,0.6,0.7,438.24,135.23,150.21,18.24,0.53,2.75
2012,6,9,6.45,7.49,7.75,0.59,0.68,438.62,131.05,148.81,17.74,0.53,2.77
2012,6,10,1.18,7.21,8.16,0.11,0.12,443.68,26.3,143.05,4.03,0.1,0.51
2012,6,11,6.09,7.32,8.4,0.55,0.64,443.85,123.76,144.81,16.75,0.5,2.57
2012,6,12,5.4,7.34,8.52,0.49,0.56,441.56,110.7,145.44,15.14,0.44,2.27
2012,6,13,2.13,7.32,7.91,0.2,0.23,443.55,47.62,145.3,7.25,0.22,1.1
2012,6,14,6.19,7.44,7.45,0.56,0.65,437.8,125.82,147.47,17.12,0.5,2.59
2012,6,15,6.2,7.38,6.29,0.56,0.65,436.13,125.73,145.95,16.88,0.49,2.55
2012,6,16,6.76,7.65,5.32,0.62,0.71,435.59,136.85,152.07,18.6,0.55,2.85
2012,6,17,6.58,7.8,3.45,0.6,0.69,431.41,133.48,155.09,18.17,0.52,2.72
2012,6,18,5.68,7.32,8.36,0.52,0.59,441.57,115.78,144.54,15.76,0.47,2.42
2012,6,19,3.46,7.09,10.41,0.31,0.37,443.65,74.1,139.43,10.58,0.31,1.59
2012,6,20,2.92,7.04,10.83,0.27,0.3,441.58,62.69,138.66,9.11,0.27,1.34
2012,6,21,4.18,7.04,7.51,0.38,0.44,439.75,87.37,138.46,12.05,0.36,1.87
2012,6,22,6.04,7.31,5.19,0.55,0.63,434.25,122.09,143.69,16.26,0.48,2.46
2012,6,23,7.25,7.6,4.08,0.66,0.76,429.03,144.97,150.19,19.23,0.55,2.88
2012,6,24,7.18,7.62,3.95,0.66,0.75,427.77,143.48,150.26,19.02,0.54,2.79
2012,6,25,7.25,7.62,4.87,0.66,0.77,426.73,145.02,150.58,19.21,0.55,2.88
2012,6,26,7.35,7.65,3.53,0.67,0.77,423.8,146.54,150.98,19.38,0.55,2.89
2012,6,27,7.53,7.81,2.85,0.69,0.79,419.8,150.28,154.41,19.93,0.56,2.95
2012,6,28,4.74,7.65,8.27,0.43,0.5,441.33,100,153.15,14.45,0.44,2.24
2012,6,29,4.62,7.49,6.45,0.42,0.48,436.82,96.24,148.26,13.7,0.4,2.05
2012,6,30,7.43,7.69,5.52,0.68,0.78,424.51,147.98,151.72,19.52,0.55,2.87
2012,7,1,7.7,7.86,5.3,0.7,0.81,419.1,152.57,154.5,20.21,0.56,2.94
2012,7,2,7.61,7.77,5.17,0.7,0.8,419.88,150.43,152.47,19.84,0.55,2.84
2012,7,3,7.07,7.74,5.8,0.65,0.74,427.36,142.6,153.6,19.2,0.56,2.91
2012,7,4,6.43,7.69,6.8,0.59,0.68,435.23,131.23,153.22,18.05,0.52,2.73
2012,7,5,6.13,7.64,5.41,0.56,0.65,435.28,125.3,152.13,17.16,0.52,2.65
2012,7,6,7.36,7.69,3.46,0.67,0.77,429.93,147.46,152.55,19.61,0.57,2.96
2012,7,7,7.57,7.76,2.96,0.7,0.8,422.16,150.84,153.3,19.98,0.58,3.01
2012,7,8,7.55,7.82,3.41,0.69,0.8,423.89,150.84,154.81,20.14,0.57,2.95
2012,7,9,6.71,7.8,2.96,0.62,0.71,424.7,134.96,153.31,18.24,0.52,2.64
2012,7,10,7.29,7.73,2.33,0.67,0.77,420.27,144.3,151.09,19.13,0.55,2.84
2012,7,11,6.45,7.66,3.15,0.59,0.68,428.63,129.81,150.62,17.58,0.51,2.6
2012,7,12,6.81,7.62,4.5,0.62,0.72,431.14,136.92,150.93,18.42,0.52,2.72
2012,7,13,5.7,7.55,5.81,0.52,0.6,439.33,116.93,149.51,16.15,0.47,2.38
2012,7,14,6.22,7.58,4.98,0.57,0.66,436.62,126.37,150.14,17.19,0.5,2.55
2012,7,15,6.93,7.56,4.62,0.63,0.73,433.09,139.07,149.37,18.56,0.53,2.75
2012,7,16,7.39,7.68,3.57,0.68,0.78,427.14,147.95,152.22,19.7,0.56,2.94
2012,7,17,6.63,7.65,3.88,0.61,0.7,429.85,134.33,151.33,18.19,0.53,2.77
2012,7,18,6.41,7.48,3.72,0.59,0.68,429.51,129.34,147.52,17.34,0.5,2.57
2012,7,19,4.6,7.46,2.95,0.42,0.48,433.3,95.26,147.5,13.45,0.41,2.13
2012,7,20,5.7,7.46,7.65,0.52,0.6,438.34,117.09,148.55,16.24,0.48,2.47
2012,7,21,5.14,7.42,7.22,0.48,0.55,440.8,106.88,147.59,15.11,0.45,2.27
2012,7,22,4.07,7.36,5.46,0.38,0.43,438.53,85.72,145.45,12.32,0.36,1.83
2012,7,23,4.06,7.26,5.65,0.38,0.43,439.51,85.02,143.15,12.22,0.37,1.89
2012,7,24,1.18,7.14,1.91,0.11,0.12,436.6,27.01,140.52,4.2,0.12,0.65
2012,7,25,4.05,7.3,2.75,0.38,0.43,432.91,85.12,144.16,12.16,0.35,1.78
2012,7,26,6.14,7.45,3.21,0.57,0.66,427.46,124.93,147.58,16.91,0.5,2.56
2012,7,27,5.99,7.48,3.28,0.55,0.64,429.86,122.09,148.39,16.74,0.48,2.5
2012,7,28,4.84,7.49,3.97,0.45,0.52,432.73,101.17,148.91,14.37,0.42,2.14
2012,7,29,4.73,7.46,6.69,0.44,0.51,433.5,98.8,148.15,14.1,0.41,2.1
2012,7,30,1.82,7.39,9.07,0.17,0.2,437.07,41.12,147.23,6.47,0.2,1.05
2012,7,31,0.52,7.22,11.91,0.05,0.05,438.54,12.55,143.05,2.07,0.06,0.32
2012,8,1,0.96,7,14.14,0.09,0.1,443.68,21.79,139.17,3.48,0.1,0.5
2012,8,2,4.95,7.33,10.34,0.46,0.53,434.3,101.7,144.21,14.19,0.43,2.2
2012,8,3,5.36,7.44,8.07,0.5,0.58,436.55,110.19,147.67,15.45,0.47,2.41
2012,8,4,5.54,7.28,6.9,0.52,0.59,432.99,113.12,143.7,15.56,0.45,2.31
2012,8,5,6.46,7.39,6.62,0.6,0.7,430.41,130.67,146.54,17.59,0.52,2.66
2012,8,6,4.97,7.3,7.36,0.46,0.54,431.07,102.18,144.02,14.2,0.41,2.14
2012,8,7,5.74,7.25,9.5,0.54,0.62,432.97,116.59,142.68,15.92,0.48,2.45
2012,8,8,5.15,7.27,8.99,0.48,0.55,438.67,106.52,143.87,14.87,0.46,2.41
2012,8,9,4.98,7.31,8.74,0.47,0.54,440.2,103.38,145.26,14.59,0.45,2.3
2012,8,10,4.37,7.16,6.83,0.41,0.48,436.4,91.23,141.64,12.84,0.39,2
2012,8,11,6.36,7.19,7.22,0.59,0.7,434.21,128.38,142.3,17.14,0.51,2.64
2012,8,12,6.74,7.34,6.37,0.63,0.73,430.54,135.67,145.19,17.99,0.53,2.77
2012,8,13,6.35,7.28,4.54,0.59,0.7,426.09,128.23,143.76,17.16,0.52,2.66
2012,8,14,4.2,7.37,5.55,0.4,0.46,432.41,88.26,146.65,12.55,0.38,1.95
2012,8,15,4.77,7.22,7.84,0.45,0.52,435.48,99.37,143.98,14.05,0.43,2.22
2012,8,16,6.32,7.21,4.75,0.59,0.7,435.66,127.5,143.18,17.16,0.51,2.62
2012,8,17,5.6,7.14,2.79,0.53,0.62,433.2,114.02,141.27,15.48,0.46,2.39
2012,8,18,3.42,7.09,4.27,0.32,0.38,431.73,72.72,139.77,10.63,0.32,1.66
2012,8,19,6.34,7.37,4.49,0.6,0.7,423.03,128.28,145.66,17.31,0.5,2.58
2012,8,20,6.97,7.42,4.95,0.66,0.77,418.97,139.36,146.4,18.55,0.52,2.71
2012,8,21,6.88,7.32,4.85,0.66,0.77,422.88,137.5,144.75,18.32,0.52,2.7
2012,8,22,5.13,7.05,7.53,0.49,0.57,424.73,104.77,138.3,14.37,0.42,2.16
2012,8,23,3.11,6.68,8.85,0.3,0.34,433.02,66.45,130.35,9.6,0.29,1.48
2012,8,24,1.75,6.75,9.76,0.16,0.2,435.22,38.45,132.85,5.73,0.17,0.86
2012,8,25,5.61,7.06,7.19,0.54,0.62,426.68,113.65,139.16,15.48,0.46,2.37
2012,8,26,5.01,7.13,7.12,0.48,0.56,433.41,103.35,141.2,14.5,0.44,2.22
2012,8,27,4.01,6.86,11.15,0.38,0.45,440,84.3,135.24,12.01,0.37,1.87
2012,8,28,2.74,6.8,10.19,0.27,0.31,435.09,58.97,133.43,8.66,0.27,1.37
2012,8,29,3.95,6.96,6.3,0.38,0.45,434.51,81.79,136.55,11.57,0.34,1.7
2012,8,30,2.87,7.03,4.41,0.28,0.33,430.11,60.92,138.62,8.87,0.26,1.32
2012,8,31,6.07,7.21,4.09,0.59,0.7,422.19,122.6,142.92,16.62,0.49,2.55
2012,9,1,6.47,7.31,4.72,0.63,0.74,415.49,129.59,143.93,17.37,0.49,2.52
2012,9,2,5.5,7.29,4.19,0.54,0.63,414.66,111.59,143.62,15.48,0.45,2.32
2012,9,3,5.67,7.15,4.58,0.55,0.66,423.29,114.73,141.03,15.69,0.45,2.32
2012,9,4,5.9,7.13,5.27,0.58,0.68,425.67,119.46,141.38,16.17,0.47,2.41
2012,9,5,2.76,7.12,6.12,0.27,0.32,432.6,59.41,141.95,8.9,0.24,1.25
2012,9,6,1.67,7.14,5.41,0.16,0.2,434.87,36.34,142.26,5.58,0.14,0.73
2012,9,7,6.53,7.16,5.35,0.64,0.76,422.95,130.84,142.01,17.42,0.49,2.55
2012,9,8,6.98,7.21,6.06,0.69,0.82,418.34,137.31,141.16,18.03,0.5,2.59
2012,9,9,6.15,7.07,5.83,0.61,0.72,424.78,123.46,139.91,16.55,0.47,2.43
2012,9,10,6.56,7.07,5.42,0.65,0.77,416.71,130.81,139.76,17.34,0.49,2.52
2012,9,11,6.89,6.99,3.79,0.69,0.81,411.69,135.27,136.89,17.59,0.48,2.52
2012,9,12,6.86,7.07,3.1,0.69,0.81,415.37,135.61,139.36,17.86,0.49,2.55
2012,9,13,6.82,7.15,4.32,0.69,0.81,410.2,133.32,139.05,17.5,0.48,2.5
2012,9,14,6.84,7.13,6.23,0.69,0.82,414.41,134.02,139.46,17.66,0.48,2.45
2012,9,15,6.27,6.95,6.73,0.63,0.76,423.95,124.54,136.96,16.59,0.46,2.35
2012,9,16,5.89,6.64,4.47,0.59,0.71,425.54,116.05,129.49,15.34,0.44,2.25
2012,9,17,4.56,6.71,2.66,0.46,0.55,433.1,91.93,130.45,12.62,0.37,1.85
2012,9,18,4.39,6.78,4.76,0.45,0.53,440.06,89.62,132.66,12.52,0.37,1.85
2012,9,19,5.43,6.76,7.16,0.55,0.66,442.31,109.03,132.68,14.74,0.42,2.15
2012,9,20,4.7,6.63,6.4,0.48,0.58,433.39,95.75,130.75,13.21,0.38,1.92
2012,9,21,6.52,6.77,5.6,0.67,0.8,422.16,129.45,134.05,16.95,0.45,2.34
2012,9,22,6.45,6.79,3.77,0.66,0.8,419.95,128.09,134.44,16.8,0.46,2.36
2012,9,23,6.49,6.81,3.59,0.67,0.8,418.66,128.62,134.7,16.95,0.47,2.41
2012,9,24,6.04,6.73,5.02,0.62,0.76,425.14,121,133.7,16.1,0.45,2.34
2012,9,25,4.93,6.61,7.66,0.52,0.62,440.41,100.97,131.41,13.89,0.41,2.07
2012,9,26,5.14,6.56,9.59,0.54,0.65,435.27,102.93,129.3,14.05,0.38,1.94
2012,9,27,2.85,6.55,11.8,0.3,0.36,434.17,60.09,130.26,8.84,0.26,1.28
2012,9,28,2.53,6.26,8.88,0.27,0.32,433.06,53.95,122.43,7.99,0.23,1.2
2012,9,29,3.01,6.13,5.86,0.32,0.38,443.99,61.81,118.77,8.88,0.26,1.3
2012,9,30,3.62,6.23,7.92,0.38,0.47,438.93,73.82,120.84,10.44,0.3,1.51
2012,10,1,4.11,6.22,7.16,0.44,0.53,425.77,83.57,120.81,11.58,0.33,1.66
2012,10,2,3.96,6.38,6.76,0.42,0.52,419.84,80.79,124.98,11.4,0.31,1.59
2012,10,3,5.02,6.52,6.77,0.54,0.66,408.58,99.02,126.54,13.41,0.37,1.85
2012,10,4,6.35,6.59,7.23,0.69,0.84,390.66,121.97,126.71,15.79,0.42,2.18
2012,10,5,5.79,6.58,6.93,0.62,0.77,409.82,111.73,125.63,14.68,0.4,2.04
2012,10,6,6.25,6.51,6.32,0.68,0.84,402.7,120.73,125.57,15.62,0.42,2.18
2012,10,7,4.8,6.3,7.64,0.52,0.64,418.41,95.02,121.9,12.84,0.36,1.83
2012,10,8,5.11,6.13,8.29,0.56,0.69,421.51,100.95,118.93,13.26,0.37,1.88
2012,10,9,5.43,6.12,7.6,0.6,0.73,416.05,106.67,118.93,13.9,0.38,1.98
2012,10,10,4.82,6.17,8.62,0.53,0.66,416.09,95.61,119.61,12.8,0.36,1.84
2012,10,11,2.83,6.17,10.01,0.31,0.39,427.06,59.66,120.95,8.81,0.26,1.29
2012,10,12,4.32,6.21,9.01,0.48,0.59,416.56,86.27,121.08,11.93,0.33,1.69
2012,10,13,3.24,6.19,6.77,0.37,0.45,421.99,65.36,118.28,9.33,0.27,1.36
2012,10,14,5.61,6.15,5.43,0.63,0.78,406.14,109.44,119.25,14.26,0.38,1.96
2012,10,15,5.34,6.09,6.42,0.6,0.75,407.77,104.66,117.86,13.71,0.38,1.97
2012,10,16,5.3,5.82,6.27,0.6,0.75,402.88,101.87,111.15,12.96,0.34,1.77
2012,10,17,3.77,6.03,3.8,0.43,0.53,415.76,75.21,116.91,10.47,0.3,1.54
2012,10,18,4.26,5.79,8.27,0.49,0.61,424.61,83.41,111.09,11.14,0.31,1.62
2012,10,19,4.72,5.86,7.62,0.55,0.68,413.05,92.22,112.95,12.17,0.34,1.76
2012,10,20,5.26,5.99,7.34,0.61,0.76,401.64,101.12,114.72,13.09,0.36,1.88
2012,10,21,4.89,5.96,7.79,0.57,0.71,414.23,96.1,115.98,12.71,0.35,1.84
2012,10,22,5.44,5.95,6.67,0.63,0.8,410.34,106.47,116.34,13.82,0.37,1.93
2012,10,23,5.18,5.95,7.34,0.61,0.77,410.68,101.94,116.52,13.37,0.37,1.94
2012,10,24,5.2,5.96,8.06,0.62,0.77,401.69,100.84,114.8,13.17,0.36,1.87
2012,10,25,3.26,5.72,8.84,0.39,0.48,421.6,67.25,113.34,9.61,0.27,1.41
2012,10,26,2,5.63,8.02,0.24,0.3,426.02,43.15,111.32,6.46,0.18,0.94
2012,10,27,5.37,5.84,6.91,0.64,0.81,403.68,105.2,114.09,13.66,0.37,1.9
2012,10,28,4.85,5.77,7.4,0.59,0.74,413.07,96.2,113.41,12.63,0.33,1.73
2012,10,29,5.16,5.83,6.1,0.62,0.79,403.32,101,113.98,13.18,0.35,1.87
2012,10,30,5.37,5.76,4.71,0.65,0.83,400.18,104.81,112.34,13.47,0.36,1.87
2012,10,31,3.59,5.65,4.77,0.44,0.55,420.18,72.73,110.54,9.9,0.27,1.38
2012,11,1,3.23,5.49,5.98,0.4,0.51,426.72,66.34,108.02,9.4,0.26,1.34
2012,11,2,2.04,5.49,6.86,0.25,0.32,427.76,43.48,108.74,6.58,0.18,0.93
2012,11,3,2.8,5.5,6.7,0.34,0.45,430,58.12,108.88,8.47,0.23,1.22
2012,11,4,4.76,5.48,6.13,0.59,0.76,415.37,94.59,108.08,12.27,0.32,1.68
2012,11,5,4.07,5.46,5.21,0.51,0.66,425.4,81.55,107.4,10.91,0.29,1.52
2012,11,6,3.85,5.4,8.62,0.48,0.62,426.05,76.8,106.09,10.42,0.27,1.45
2012,11,7,4.47,5.25,9.01,0.56,0.73,412.91,86.83,101.64,11.21,0.29,1.5
2012,11,8,4.54,5.17,7.2,0.58,0.74,411.59,88.06,99.8,11.21,0.28,1.48
2012,11,9,4.78,5.3,6.41,0.61,0.78,418.16,93.57,103.52,12,0.3,1.58
2012,11,10,5.1,5.28,6.43,0.65,0.84,409.73,99.24,103.07,12.52,0.32,1.67
2012,11,11,4.3,5.28,6.09,0.55,0.71,418.15,85.11,103.38,11.15,0.3,1.6
2012,11,12,3.88,5.2,7.22,0.5,0.65,417.49,76.61,101.14,10.19,0.27,1.45
2012,11,13,4.58,5.24,6.33,0.59,0.77,406.7,89.01,101.4,11.41,0.3,1.58
2012,11,14,3.62,5.14,8.38,0.47,0.61,419.76,72.58,100.85,9.83,0.27,1.45
2012,11,15,2.57,4.88,9.8,0.34,0.44,429.7,52.56,95.79,7.45,0.2,1.09
2012,11,16,2.19,4.75,9.38,0.29,0.38,427.21,44.99,92.22,6.4,0.17,0.92
2012,11,17,2.75,5.05,5.09,0.36,0.48,428.95,57.14,100.33,8.19,0.23,1.2
2012,11,18,2.39,5.03,5.08,0.31,0.41,431.87,50.07,99.94,7.35,0.2,1.1
2012,11,19,3.09,5.04,8,0.41,0.54,429.38,62.75,99.68,8.78,0.23,1.24
2012,11,20,3.16,5.03,7.68,0.42,0.55,428.87,63.77,99.5,8.77,0.23,1.25
2012,11,21,3.61,5.05,6.67,0.48,0.63,423.17,72.48,100.04,9.77,0.26,1.41
2012,11,22,5.1,5.1,3.84,0.69,0.91,404.84,99.7,100.45,12.48,0.32,1.66
2012,11,23,5.1,5.11,2.17,0.69,0.91,401.6,99.3,100.25,12.43,0.32,1.64
2012,11,24,3.05,4.93,7.61,0.41,0.55,425.17,60.87,96.83,8.34,0.23,1.2
2012,11,25,4.21,4.88,8.05,0.57,0.76,411.82,82.14,94.89,10.61,0.27,1.48
2012,11,26,4.95,5.07,4.8,0.67,0.89,405.45,95.7,98.78,12.03,0.3,1.59
2012,11,27,3.36,4.94,7.71,0.46,0.61,413.39,66.26,95.81,9.01,0.24,1.31
2012,11,28,4.78,5.03,5.34,0.66,0.87,397.36,92.83,98.23,11.74,0.3,1.57
2012,11,29,4.72,5.02,3.48,0.65,0.87,401.77,91.66,97.83,11.54,0.3,1.57
2012,11,30,4.4,4.96,4.87,0.61,0.8,404.15,85.24,96.48,10.92,0.28,1.48
2012,12,1,4.11,4.93,5.25,0.57,0.76,404.66,80.41,96.16,10.33,0.27,1.42
2012,12,2,3.81,4.91,3.84,0.53,0.7,406.32,75.36,96.05,9.76,0.26,-999
2012,12,3,2.97,4.78,5.86,0.41,0.55,421.22,59.77,94.13,8.21,0.23,1.25
2012,12,4,2.71,4.71,9.15,0.38,0.51,426.46,54.84,92.16,7.74,0.22,1.2
2012,12,5,2.22,4.78,6.05,0.31,0.41,421.93,46.05,94.5,6.74,0.19,1.03
2012,12,6,1.39,4.49,11.08,0.2,0.26,413.71,28.95,87.1,4.37,0.12,0.68
2012,12,7,0.84,4.55,8.99,0.12,0.16,417.61,18.33,89.09,2.9,0.08,0.42
2012,12,8,2.34,4.56,9.47,0.33,0.44,417.95,48.19,89.99,6.88,0.19,1.01
2012,12,9,1.28,4.45,11.05,0.18,0.24,426.2,27.71,87.59,4.21,0.12,0.63
2012,12,10,1.94,4.41,10.38,0.27,0.37,417.59,39.65,84.47,5.69,0.15,0.81
2012,12,11,3.99,4.73,7.64,0.56,0.76,396.05,77.51,91.38,10.06,0.26,1.37
2012,12,12,3.76,4.7,7.45,0.53,0.72,393.56,72.48,90.05,9.43,0.24,1.3
2012,12,13,4.11,4.81,8.21,0.59,0.78,399.41,79.6,92.8,10.24,0.27,1.44
2012,12,14,3.51,4.79,7.56,0.5,0.67,415.44,69.19,93.24,9.24,0.24,1.32
2012,12,15,4.64,4.81,6.14,0.66,0.88,402.78,89.88,93.8,11.3,0.3,1.57
2012,12,16,4.55,4.77,4.47,0.65,0.87,400.62,88.17,92.98,11.09,0.29,1.52
2012,12,17,4.54,4.84,5.48,0.65,0.87,395.45,87.99,94.5,11.1,0.29,1.55
2012,12,18,3.59,4.77,5.64,0.52,0.69,410.86,70.59,92.28,9.34,0.25,1.38
2012,12,19,3.43,4.7,9.59,0.49,0.66,410.64,66.54,90.25,8.85,0.24,1.33
2012,12,20,3.28,4.73,8.79,0.47,0.63,423.47,64.88,91.83,8.85,0.24,1.34
2012,12,21,2.93,4.75,7.77,0.41,0.56,417.38,57.99,92.73,8.04,0.22,1.23
2012,12,22,3.73,4.8,6.67,0.53,0.72,415.61,73.72,94.11,9.55,0.25,1.38
2012,12,23,1.93,4.56,10.39,0.27,0.37,416.85,39.97,88.3,5.86,0.16,0.91
2012,12,24,1.07,4.48,11.45,0.15,0.2,411.73,22.77,85.66,3.5,0.1,0.55
2012,12,25,2.22,4.59,9.84,0.32,0.42,414.89,45.45,89.04,6.54,0.19,1.02
2012,12,26,3.5,4.66,9.62,0.5,0.67,394.11,68.46,90.05,9.12,0.25,1.39
2012,12,27,2.5,4.61,9.69,0.35,0.48,405.05,50.42,89.75,7.18,0.2,1.12
2012,12,28,2.39,4.53,7.86,0.34,0.45,421.96,49.33,89.23,7.08,0.2,1.06
2012,12,29,1.32,4.66,8.48,0.19,0.25,425.98,28.35,92.7,4.37,0.12,0.69
2012,12,30,1.96,4.36,7.06,0.27,0.38,420.48,39.98,83.99,5.73,0.17,0.95
2012,12,31,2.1,4.61,8.9,0.3,0.4,403.99,41.9,87.9,6.05,0.18,1
2013,1,1,1.55,4.66,7.67,0.22,0.29,409.99,32.05,89.62,4.84,0.15,0.85
2013,1,2,2.7,4.81,6.77,0.38,0.51,419.89,54.67,94.09,7.6,0.23,1.3
2013,1,3,3.38,4.92,7.88,0.48,0.63,407.51,66.67,96.1,9.03,0.27,1.49
